EncounterID,SentenceID,Sentence,IsHallucination,GPTreason,GPTNeutral,GPTUnknown,GPTJudgement
HaluSum000005-0,0,"Student is no longer on Duke University campus and will face disciplinary review. School officials identified student during investigation and the person admitted to hanging the noose, Duke says. The noose, made of rope, was discovered on campus about 2 a.m.
",0,"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence ""Student is no longer on Duke University campus and will face disciplinary review"" is supported by the source document stating ""The student was no longer on campus and will face student conduct review."" The sentence ""School officials identified student during investigation and the person admitted to hanging the noose, Duke says"" is also supported by the source document: ""The student was identified during an investigation by campus police and the office of student affairs and admitted to placing the noose on the tree early Wednesday, the university said."" However, the specific time ""about 2 a.m."" when the noose was discovered is not mentioned in the source document, so this detail is not supported.",0,0,1
HaluSum000005-1,0,"Duke University has uncovered a scandal in which a group of students were caught hanging a noose from a tree near a student union. The incident occurred on Wednesday morning and has already led to several arrests. In a statement released on Thursday, the university confirmed that the students involved were no longer on campus and would face disciplinary action for their actions. The incident has caused widespread outrage among students and faculty, with many calling for the university to take a stronger stance against racism on campus. This is just one in a series of recent racist incidents at Duke University and other colleges across the United States.",1,"These are hallucinations because:
 PARTIAL NEUTRAL and CONTRADICTION. The sentence ""Duke University has uncovered a scandal in which a group of students were caught hanging a noose from a tree near a student union"" is not supported by the source document, which only mentions one student admitting to the act, not a group. The source document also does not mention any arrests, making the part ""has already led to several arrests"" a hallucination. The source document does confirm that the student involved is no longer on campus and will face a student conduct review, which partially supports the sentence. However, the claim that ""This is just one in a series of recent racist incidents at Duke University"" is not supported by the source document, which mentions other racist events affecting college students in general, not specifically a series at Duke University. The source document does mention a previous report of hate speech on campus, but it does not specify that there have been multiple recent racist incidents at Duke University itself.",0,0,1
HaluSum000006-0,0,"The Rev. Robert Schuller, 88, had been diagnosed with esophageal cancer in 2013. His TV show, ""Hour of Power,"" was enormously popular in the 1970s and 1980s.
",0,"These are hallucinations because:
 PARTIAL NEUTRAL. The first part of the sentence is supported by the source document: ""Schuller, also the founder of Crystal Cathedral megachurch, had been diagnosed with esophageal cancer in August 2013,"" and ""He was 88 years old."" However, the second part of the sentence regarding the popularity of ""Hour of Power"" in the 1970s and 1980s is not directly supported or contradicted by the source document, which only states: ""In 1970, Schuller began broadcasting 'Hour of Power,'"" without specifying the level of popularity during those decades.",0,0,1
HaluSum000006-1,0,"Robert Schuller, the televangelist founder of the ""Hour of Power,"" died at the age of 88 after years of battling cancer. His son Bobby Schuller Jr. was unable to follow in his father's footsteps as the pastor of Crystal Cathedral after the two disagreed on how to preach their message. Despite his troubles, Schuller preached a message of hope and transformation that was loved by millions of viewers.",1,"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence ""Robert Schuller, the televangelist founder of the 'Hour of Power,' died at the age of 88 after years of battling cancer."" is not supported by the source document. The source document states that Schuller had been diagnosed with esophageal cancer in August 2013, but it does not mention that he battled cancer for years. The sentence ""His son Bobby Schuller Jr. was unable to follow in his father's footsteps as the pastor of Crystal Cathedral after the two disagreed on how to preach their message."" is contradicted by the source document, which states that the preaching styles of father and son were too different for the congregation to countenance, leading to Bobby Schuller Jr.'s departure, but it does not mention a disagreement on how to preach their message. The sentence ""Despite his troubles, Schuller preached a message of hope and transformation that was loved by millions of viewers."" is supported by the source document, which describes Schuller's message as one of ""personal transformation and uplift and hope"" that was well-received by many.",0,0,1
HaluSum000007-0,0,"Theia, a bully breed mix, was apparently hit by a car, whacked with a hammer and buried in a field. ""She's a true miracle dog and she deserves a good life,"" says Sara Mellado, who is looking for a home for Theia.
",0,"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence correctly states that Theia was hit by a car, whacked with a hammer, and buried in a field, and quotes Sara Mellado saying, ""She's a true miracle dog and she deserves a good life,"" which aligns with the source document. However, the part about Mellado looking for a home for Theia is not supported by the source document. The source document states that Mellado has taken Theia in and is dedicated to her care and finding her a loving home, but it does not explicitly state that Mellado is currently looking for a new home for Theia.",0,0,1
HaluSum000007-1,0,"Washington State University's Veterinary Teaching Hospital is treating a dog that was buried alive for three days and survived. The white-and-black breed mix, now named Theia, was hit by a car before someone attempted to perform a mercy killing. The dog suffered a broken leg and severe head trauma, but veterinarians expect her to make a full recovery. Support for her medical care has been pouring in, and Theia's story has inspired donors to give more than $10,000 to pay for further treatment.",1,"These are hallucinations because:
 PARTIAL NEUTRAL. The source document states that Theia was hit by a car, and there was an attempt at a mercy killing, which aligns with the sentence. However, the source document does not specify that Theia was buried alive for exactly ""three days"" nor does it mention a ""broken leg and severe head trauma"" specifically. It does mention leg injuries and a caved-in sinus cavity, but not the exact injuries stated in the sentence. Additionally, the source document does not claim that ""veterinarians expect her to make a full recovery,"" which is an assumption not supported by the provided text. The support of over $10,000 for medical care is correct as per the source document.",0,0,1
HaluSum000008-0,0,"Mohammad Javad Zarif has spent more time with John Kerry than any other foreign minister. He once participated in a takeover of the Iranian Consulate in San Francisco. The Iranian foreign minister tweets in English.
",0,"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence ""Mohammad Javad Zarif has spent more time with John Kerry than any other foreign minister"" is supported by the source document: ""In fact, he has now spent more time with Kerry than any other foreign minister in the world."" However, the part of the sentence stating ""He once participated in a takeover of the Iranian Consulate in San Francisco"" is not supported by the source document, which states ""Early in the Iranian Revolution, Zarif was among the students who took over the Iranian Consulate in San Francisco."" This does not necessarily imply a takeover but could be interpreted as a protest or occupation. The last part of the sentence, ""The Iranian foreign minister tweets in English,"" is supported by the source document mentioning Zarif's tweet: ""Happy Rosh Hashanah,"" which is in English.",0,0,1
HaluSum000008-1,0,"Mohammad Javad Zarif may have been involved in money laundering for Iran, but ultimately was not charged. He also participated in the Iranian Revolution and took over both the Iranian Consulate in San Francisco and the UN Iranian mission. He is currently breaking the record for the amount of time spent with John Kerry.",1,"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence ""Mohammad Javad Zarif may have been involved in money laundering for Iran, but ultimately was not charged"" is not supported by the source document. The document states that the U.S. Justice Department investigated the Alavi Foundation, which was allegedly secretly run on behalf of the Iranian government, and a settlement was reached where the foundation agreed to give properties to the U.S. government, but it does not mention Zarif being charged or involved in money laundering. The sentence ""He also participated in the Iranian Revolution"" contradicts the source document, which states that Zarif was outside the country during the demonstrations against the Shah of Iran and the Iranian Revolution. The sentence ""took over both the Iranian Consulate in San Francisco and the UN Iranian mission"" is partially correct; the source document confirms his involvement with the takeover of the Iranian Consulate in San Francisco but does not mention a takeover of the UN Iranian mission, only that he made a protest there and was later offered a job by the Iranian ambassador to the UN. The sentence ""He is currently breaking the record for the amount of time spent with John Kerry"" is not supported by the source document, which only states that he has spent more time with Kerry than any other foreign minister and that this will increase as they work on the nuclear agreement details.",0,0,1
HaluSum000009-0,0,"Bob Barker returned to host ""The Price Is Right"" on Wednesday. Barker, 91, had retired as host in 2007.
",0,"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence is partially correct in stating that Bob Barker returned to host ""The Price Is Right"" and that he is 91 years old and had retired in 2007. However, the specific day ""Wednesday"" is not supported by the source document, which only mentions the date as ""the April 1 edition."" Without additional information, we cannot confirm that April 1 was a Wednesday.",0,0,1
HaluSum000009-1,0,"Host Drew Carey was replaced with Bob Barker, who took over hosting duties on ""The Price Is Right"" after an eight-year hiatus.",1,"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence is partially correct in stating that Bob Barker took over hosting duties on ""The Price Is Right"" after an eight-year hiatus. However, the sentence implies that Drew Carey was replaced, which is not supported by the source document. The source document states that Bob Barker hosted the first price-guessing game and then turned hosting duties back over to Carey, who finished up, indicating that Carey was not replaced but rather Barker made a one-time appearance.",0,0,1
HaluSum000010-0,0,"College-bound basketball star asks girl with Down syndrome to high school prom. Pictures of the two during the ""prom-posal"" have gone viral.
",0,"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence ""College-bound basketball star asks girl with Down syndrome to high school prom"" is supported by the source document, which states ""Trey Moses and Ellie Meredith couldn't be more different. But all that changed Thursday when Trey asked Ellie to be his prom date."" However, the part ""Pictures of the two during the 'prom-posal' have gone viral"" is not directly supported by the source document. While it mentions that photos were posted on Twitter and implies they received significant attention by saying ""have gone viral,"" the document does not explicitly state that pictures of the two during the prom-posal specifically have gone viral.",0,0,1
HaluSum000010-1,0,"A high school freshman with Down syndrome is ready to party like it's 1989 as she becomes the prom date of a college-bound basketball star. The two were brought together through a mutual love of Taylor Swift and are now the talk of the town after an elaborate ""prom-posal"" caught the attention of the internet. Friends and family are thrilled that Ellie will be attending the prom after struggling with friendships in the past.",1,"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence ""The two were brought together through a mutual love of Taylor Swift"" is not supported by the source document. The source document mentions that Trey used a Taylor Swift reference in his prom-posal because she is Ellie's favorite singer, but it does not state that their coming together was due to a mutual love of Taylor Swift. The rest of the sentence is supported by the source document, which describes the prom-posal and the reactions of friends and family.",0,0,1
HaluSum000011-0,0,"Former GOP representative compares President Obama to Andreas Lubitz. Bachmann said with possible Iran deal, Obama will fly ""entire nation into the rocks"" Reaction on social media? She was blasted by Facebook commenters.
",0,"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence ""Former GOP representative compares President Obama to Andreas Lubitz"" is supported by the source document, which states ""Michele Bachmann is comparing President Obama to the co-pilot of the doomed Germanwings flight."" The part ""Bachmann said with possible Iran deal, Obama will fly 'entire nation into the rocks'"" is also supported by the source document, which includes the quote from Bachmann's Facebook comment. However, the part ""Reaction on social media? She was blasted by Facebook commenters"" is not fully supported because the source document does not specify that the reaction was on social media, nor does it use the word ""blasted."" It does mention that ""Many comments posted on her Facebook page"" were critical, but the term ""blasted"" is not used, and it is not clear that all reactions were on social media or that they could be summarized as being ""blasted.""",0,0,1
HaluSum000011-1,0,"Michele Bachmann has accused Barack Obama of planning to crash the United States like a Germanwings flight. In a Facebook post, the former representative said Obama's Iran deal will result in 300 million deaths. She faced backlash on social media, with one user calling her ""moronic and despicable."" Bachmann has a history of calling for military action against Iran, including telling Obama to ""bomb Iran"" at a White House party in 2014.",1,"These are hallucinations because:
 PARTIAL NEUTRAL. Michele Bachmann did compare President Obama's handling of the Iran deal to the co-pilot of the Germanwings flight, but she did not accuse him of planning to crash the United States. The sentence ""Obama's Iran deal will result in 300 million deaths"" is not supported by the source document; it only mentions she compared him to a pilot flying his nation into the rocks, which is metaphorical and does not imply actual deaths. The backlash on social media is supported by the source document, with quotes from users criticizing her statement. The history of Bachmann calling for military action against Iran is also supported, including the anecdote about telling Obama to ""bomb Iran"" at a White House party.",0,0,1
HaluSum000012-0,0,"Americans paid more for some fruits and vegetables last year because of the drought. Tourists will now have to ask for a glass of water at a California restaurant. Perhaps the only good thing is another ""great"" wine grape harvest last year.
",0,"These are hallucinations because:
 PARTIAL NEUTRAL. The first part of the sentence is supported by the source document, which states ""Prices rose last year for these items on your kitchen table"" and lists several fruits and vegetables with increased prices. However, the second part of the sentence regarding tourists having to ask for a glass of water at a California restaurant is also supported by the source document: ""Eateries now 'can only serve water to customers on request,'"" which means this part is not a hallucination. The third part of the sentence about the wine grape harvest being ""great"" last year is supported by the source document's statement: ""The 2014 wine grape harvest was 'third in a string of great vintages this decade,'"" which means this part is not a hallucination either.",0,0,0
HaluSum000012-1,0,"The California drought has led to a decrease in food prices, allowing for cheaper fruits and vegetables in supermarkets across the nation. Tourists visiting California can expect to be greeted with free glasses of water at restaurants and lavish decorative fountains in residential areas. Additionally, the drought has resulted in a decrease in the quality of wine grapes, leading to a devastatingly poor harvest in 2014.",1,"These are hallucinations because:
 The sentence contains multiple inaccuracies when compared to the source document. Firstly, the source document states that prices for certain fruits and vegetables rose due to the drought, contradicting the claim that the drought has led to a decrease in food prices. Secondly, the source document specifies that restaurants ""can only serve water to customers on request,"" which contradicts the claim that tourists will be greeted with free glasses of water at restaurants. Thirdly, the claim of lavish decorative fountains in residential areas is unsupported and contradicted by the source document mentioning that fewer homes are running decorative fountains due to the drought. Lastly, the source document states that the 2014 wine grape harvest was excellent, directly contradicting the claim that the drought has resulted in a decrease in the quality of wine grapes and a poor harvest in 2014.",0,0,1
HaluSum000013-0,0,"While Republican Gov. Asa Hutchinson was weighing an Arkansas religious freedom bill, Walmart voiced its opposition. Walmart and other high-profile businesses are showing their support for gay and lesbian rights. Their stance puts them in conflict with socially conservative Republicans, traditionally seen as allies.
",0,"These are hallucinations because:
 The sentence is supported by the source document, which states that Walmart's CEO called on Republican Gov. Asa Hutchinson to veto the bill and that Walmart's opposition to the religious freedom law puts the company at odds with many in the Republican Party. Therefore, there is no hallucination present in this sentence.",0,0,0
HaluSum000013-1,0,"Walmart, the retail giant that is headquartered in Arkansas, has recently become vocal about its support of the Republican Party and its traditionally conservative values. Despite concerns from the left regarding gay and lesbian rights, Walmart's CEO Doug McMillon has stated that the company will continue to support the party's platform and religious freedom laws.",1,"These are hallucinations because:
 The sentence contradicts the information in the source document. The source document states that Walmart's opposition to the religious freedom law puts the company at odds with many in the Republican Party, which the company's political action committee has tended to support. It also mentions that Walmart's CEO, Doug McMillon, called on the Republican Governor of Arkansas to veto the bill, which is contrary to the claim that Walmart supports the party's platform and religious freedom laws. Additionally, the source document details Walmart's actions that support gay rights, such as boosting pay for workers, adding protections for gender identity, and offering health insurance benefits to same-sex partners, which further contradicts the sentence's claim of Walmart supporting traditionally conservative values regarding gay and lesbian rights.",0,0,1
HaluSum000014-0,0,"17 Americans were exposed to the Ebola virus while in Sierra Leone in March. Another person was diagnosed with the disease and taken to hospital in Maryland. National Institutes of Health says the patient is in fair condition after weeks of treatment.
",0,"These are hallucinations because:
 PARTIAL NEUTRAL. The source document states that ""Five Americans who were monitored"" were exposed to Ebola, not 17 as claimed in the sentence. However, the part about ""another person was diagnosed with the disease and taken to hospital in Maryland"" and ""National Institutes of Health says the patient is in fair condition after weeks of treatment"" is supported by the source document, which mentions ""They all had contact with a colleague who was diagnosed with the disease and is being treated at the National Institutes of Health in Bethesda, Maryland"" and ""As of Monday, that health care worker is in fair condition."" The number of Americans exposed is incorrect, but the other details are correct.",0,0,1
HaluSum000014-1,0,"A group of five Americans have been discharged from a hospital in Omaha, Nebraska after being exposed to Ebola in Sierra Leone, without developing the disease. Their colleague, who was diagnosed with Ebola and is being treated at a hospital in Maryland, is reportedly in critical condition.",1,"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence correctly states that five Americans were discharged from a hospital in Omaha, Nebraska after being exposed to Ebola in Sierra Leone without developing the disease. However, the claim that their colleague is in critical condition is contradicted by the source document, which states that the health care worker is in fair condition.",0,0,1
HaluSum000015-0,0,"Andrew Getty's death appears to be from natural causes, police say, citing coroner's early assessment. In a petition for a restraining order, Getty had written he had a serious medical condition. Police say this is not a criminal matter at this time.
",0,"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence is supported by the source document where it states ""Andrew Getty, one of the heirs to billions of oil money, appears to have died of natural causes, a Los Angeles Police Department spokesman said"" and ""In his request, Getty said he had been diagnosed with a serious medical condition in 2013."" However, the part ""Police say this is not a criminal matter at this time"" is not directly supported by the source document. The source document states, ""There is no criminal investigation underway,"" which does not necessarily equate to police saying it is not a criminal matter at this time.",0,0,1
HaluSum000015-1,0,"Andrew Getty, who had been suffering from severe health issues, passed away due to complications caused by a restraining order filed by an ex-girlfriend. The police have ruled out foul play and have confirmed that this is not a criminal investigation.",1,"These are hallucinations because:
 PARTIAL NEUTRAL. The source document states that Andrew Getty had ""several health issues"" and that the coroner's preliminary assessment is there was no foul play involved in his death. However, there is no information in the source document that suggests his death was due to ""complications caused by a restraining order filed by an ex-girlfriend."" The source document does mention that Getty had recently filed for a restraining order against an ex-girlfriend, but it does not link this event to the cause of his death. The police have indeed ruled out foul play and confirmed that there is no criminal investigation underway, which is consistent with the source document.",0,0,1
HaluSum000016-0,0,"LZ: Indiana law pushing back LGBT rights, and other states' anti-LGBT moves, bow to far right wing that GOP candidates need for 2016. Cruz, Huckabee, Jindal, Carson, Walker are reviving culture wars, he says.  Equality for LGBT has not yet ""won"" in America.
",0,"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence is partially supported by the source document. The source document does discuss Indiana's law and mentions that it is seen as a move to appeal to the far-right wing, which is necessary for GOP candidates in 2016. It also mentions Ted Cruz, Mike Huckabee, Bobby Jindal, Ben Carson, and Scott Walker in the context of the culture wars and their positions on LGBT rights. However, the source document does not specifically state that ""Equality for LGBT has not yet 'won' in America"" as a direct quote or conclusion, although it does imply that the fight for LGBT rights is ongoing and that ""winning"" should not be mistaken for having ""won."" Therefore, the latter part of the sentence is not directly supported by the source document but is a reasonable interpretation of the overall sentiment expressed in the document.",0,0,1
HaluSum000016-1,0,"Conservative governors across America are pushing for religious freedom laws that promote discrimination against the LGBT community, with Indiana governor Mike Pence leading the charge. Despite backlash, Pence's efforts have gained popularity among ultraconservatives and are expected to influence the entire Republican field's stance on LGBT rights. This positions the party to win the 2016 presidential election and continue the battle for the soul of America against amoral ideas.",1,"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence is partially correct in stating that ""Conservative governors across America are pushing for religious freedom laws that promote discrimination against the LGBT community, with Indiana governor Mike Pence leading the charge,"" as the source document discusses Pence's involvement with the religious freedom law and mentions other states considering similar proposals. However, the sentence also includes the claim that ""Pence's efforts have gained popularity among ultraconservatives and are expected to influence the entire Republican field's stance on LGBT rights,"" which is supported by the source document's mention of Pence scoring points among ultraconservatives and the potential influence on the Republican field. The hallucination occurs with the statement ""This positions the party to win the 2016 presidential election,"" as the source document does not support any claims about the Republican Party's position to win the 2016 presidential election due to these events. Additionally, the phrase ""continue the battle for the soul of America against amoral ideas"" is a subjective interpretation that is not directly supported by the source document, which instead provides a quote from Pat Buchanan's speech for context on the cultural war aspect.",0,0,1
HaluSum000017-0,0,"Once a super typhoon, Maysak is now a tropical storm with 70 mph winds. It could still cause flooding, landslides and other problems in the Philippines.
",0,"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence is partially correct as it aligns with the source document stating that Maysak was once a super typhoon and is now a tropical storm that could cause flooding and landslides. However, the specific wind speed of ""70 mph"" is not supported by the source document, which states ""steady winds of more than 70 mph (115 kph)"" without specifying an exact speed. The ""70 mph"" figure is therefore not corroborated by the provided text.",0,0,1
HaluSum000017-1,0,"Tourists have been turned away as the Philippines prepares for a catastrophic natural disaster caused by tropical storm Maysak. With gusts up to 90 mph, the storm is expected to bring widespread destruction and flooding. Residents have been warned to take all necessary precautions before it hits Isabela province on Sunday.",1,"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence ""Tourists have been turned away as the Philippines prepares for a catastrophic natural disaster caused by tropical storm Maysak"" is partially supported by the source document, which states that tourists ""will not be accepted by the owners of hotels, resorts, inns and the like ... and will be advised to return to their respective places."" However, the phrase ""catastrophic natural disaster"" is not supported by the source document, which does not describe the expected impact of the storm in such terms. The source document does mention ""gusts up to 90 mph,"" which aligns with the sentence. The warning to residents to take all necessary precautions is also supported by the source document's mention of preemptive steps and the governor's warning. However, the source document does not specifically mention ""widespread destruction and flooding,"" so this part is not supported.",0,0,1
