EncounterID,SentenceID,Sentence,IsHallucination,GPTreason,GPTReasonCategoryLast,GPTReasonCategoryAll,GPTJudgement
HaluSum000005-0,0,"Student is no longer on Duke University campus and will face disciplinary review. School officials identified student during investigation and the person admitted to hanging the noose, Duke says. The noose, made of rope, was discovered on campus about 2 a.m.
",0,"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document, which states that the student admitted to placing the noose on the tree, is no longer on campus, and will face a student conduct review. The time the noose was discovered is also mentioned as 2 a.m. Therefore, there is no hallucination present in this sentence.",12,['12'],0
HaluSum000005-1,0,"Duke University has uncovered a scandal in which a group of students were caught hanging a noose from a tree near a student union. The incident occurred on Wednesday morning and has already led to several arrests. In a statement released on Thursday, the university confirmed that the students involved were no longer on campus and would face disciplinary action for their actions. The incident has caused widespread outrage among students and faculty, with many calling for the university to take a stronger stance against racism on campus. This is just one in a series of recent racist incidents at Duke University and other colleges across the United States.",1,"These are hallucinations because:
 Hallu_8. The source document states that a single Duke student admitted to the act, not a group of students as claimed in the sentence. Additionally, the source does not mention any arrests, which contradicts the claim of ""several arrests"" in the sentence. The source also does not specify that the incident has led to a series of recent racist incidents at Duke University itself, but rather mentions other separate incidents at different universities.",8,['8'],1
HaluSum000006-0,0,"The Rev. Robert Schuller, 88, had been diagnosed with esophageal cancer in 2013. His TV show, ""Hour of Power,"" was enormously popular in the 1970s and 1980s.
",0,"These are hallucinations because:
 Hallu_1. The source document does not provide information to support the claim that ""Hour of Power"" was enormously popular in the 1970s and 1980s.",1,['1'],1
HaluSum000006-1,0,"Robert Schuller, the televangelist founder of the ""Hour of Power,"" died at the age of 88 after years of battling cancer. His son Bobby Schuller Jr. was unable to follow in his father's footsteps as the pastor of Crystal Cathedral after the two disagreed on how to preach their message. Despite his troubles, Schuller preached a message of hope and transformation that was loved by millions of viewers.",1,"These are hallucinations because:
 Hallu_7. The sentence ""His son Bobby Schuller Jr. was unable to follow in his father's footsteps as the pastor of Crystal Cathedral after the two disagreed on how to preach their message."" is missing the information that Bobby Schuller Jr. did take over the pulpit but left after a short time due to differences in preaching style, which changes the meaning of the fact stated. The rest of the sentence is supported by the source document.",7,['7'],1
HaluSum000007-0,0,"Theia, a bully breed mix, was apparently hit by a car, whacked with a hammer and buried in a field. ""She's a true miracle dog and she deserves a good life,"" says Sara Mellado, who is looking for a home for Theia.
",0,"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document, which describes the same events and quotes Sara Mellado saying, ""She's a true miracle dog and she deserves a good life."" Additionally, the source document mentions that Mellado has taken in Theia, which implies she is caring for her, but it does not explicitly state that Mellado is looking for a new home for Theia. Therefore, the sentence is not hallucinated.",12,['12'],0
HaluSum000007-1,0,"Washington State University's Veterinary Teaching Hospital is treating a dog that was buried alive for three days and survived. The white-and-black breed mix, now named Theia, was hit by a car before someone attempted to perform a mercy killing. The dog suffered a broken leg and severe head trauma, but veterinarians expect her to make a full recovery. Support for her medical care has been pouring in, and Theia's story has inspired donors to give more than $10,000 to pay for further treatment.",1,"These are hallucinations because:
 Hallu_2 and Hallu_8. The source document states that the dog was buried after an apparent death and managed to stagger to a nearby farm four days later, not that she was buried alive for three days as claimed in the sentence. Additionally, the injuries listed in the source document include a dislocated jaw, leg injuries, and a caved-in sinus cavity, not a broken leg and severe head trauma. The source document does not mention that veterinarians expect her to make a full recovery, which is another factual discrepancy. The amount raised and the support from donors are correctly stated.",2,"['2', '8']",1
HaluSum000008-0,0,"Mohammad Javad Zarif has spent more time with John Kerry than any other foreign minister. He once participated in a takeover of the Iranian Consulate in San Francisco. The Iranian foreign minister tweets in English.
",0,"These are hallucinations because:
 Hallu_1. The source document does not support the claim that Mohammad Javad Zarif has spent more time with John Kerry than any other foreign minister. It only states that he has spent a considerable amount of time with Kerry, not necessarily more than any other foreign minister.
(1). Hallu_1. The source document does mention Zarif's involvement in a takeover at the Iranian Consulate in San Francisco, so this part of the sentence is not hallucinated.
(2). Hallu_1. The source document confirms that Zarif has tweeted in English, specifically mentioning his tweet ""Happy Rosh Hashanah,"" so this part of the sentence is not hallucinated.",1,['1'],1
HaluSum000008-1,0,"Mohammad Javad Zarif may have been involved in money laundering for Iran, but ultimately was not charged. He also participated in the Iranian Revolution and took over both the Iranian Consulate in San Francisco and the UN Iranian mission. He is currently breaking the record for the amount of time spent with John Kerry.",1,"These are hallucinations because:
 Hallu_8. The source document states that Zarif was investigated over his alleged role in controlling the Alavi Foundation, which was accused of laundering money, but it also clearly states that a settlement did not mention Zarif's name, which contradicts the claim that he ""may have been involved in money laundering for Iran."" Additionally, the document mentions that Zarif was among the students who took over the Iranian Consulate in San Francisco, but it does not say he participated in the Iranian Revolution itself, which contradicts the claim in the sentence. Lastly, the document does not support the claim that he is ""currently breaking the record for the amount of time spent with John Kerry,"" as it only states that he has spent more time with Kerry than any other foreign minister.",8,['8'],1
HaluSum000009-0,0,"Bob Barker returned to host ""The Price Is Right"" on Wednesday. Barker, 91, had retired as host in 2007.
",0,"These are hallucinations because:
 Hallu_1. The grounding source does not specify that the event occurred on a Wednesday. The rest of the sentence is supported by the source document.",1,['1'],1
HaluSum000009-1,0,"Host Drew Carey was replaced with Bob Barker, who took over hosting duties on ""The Price Is Right"" after an eight-year hiatus.",1,"These are hallucinations because:
 Hallu_7. The source document states that Bob Barker returned for a special appearance and handled the first game before turning the hosting duties back over to Drew Carey. The sentence implies that Bob Barker took over hosting duties entirely after an eight-year hiatus, which changes the meaning of the actual event described in the source document.",7,['7'],1
HaluSum000010-0,0,"College-bound basketball star asks girl with Down syndrome to high school prom. Pictures of the two during the ""prom-posal"" have gone viral.
",0,"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document, which describes Trey, a college basketball recruit, asking Ellie, a high school freshman with Down syndrome, to prom, and mentions that pictures of the event have gone viral.",12,['12'],0
HaluSum000010-1,0,"A high school freshman with Down syndrome is ready to party like it's 1989 as she becomes the prom date of a college-bound basketball star. The two were brought together through a mutual love of Taylor Swift and are now the talk of the town after an elaborate ""prom-posal"" caught the attention of the internet. Friends and family are thrilled that Ellie will be attending the prom after struggling with friendships in the past.",1,"These are hallucinations because:
 Hallu_1. The source document does not mention that the two were brought together through a mutual love of Taylor Swift. It only mentions that Taylor Swift is Ellie's favorite singer and that Trey used a Taylor Swift reference in his prom-posal. Additionally, the source document does not state that they are now the talk of the town, nor does it mention that friends and family are thrilled about Ellie attending the prom specifically due to past struggles with friendships, although it does mention that Ellie has struggled with friendships and that the Best Buddies program has made things easier for her.",1,['1'],1
HaluSum000011-0,0,"Former GOP representative compares President Obama to Andreas Lubitz. Bachmann said with possible Iran deal, Obama will fly ""entire nation into the rocks"" Reaction on social media? She was blasted by Facebook commenters.
",0,"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document, which states that Michele Bachmann compared President Obama to Andreas Lubitz in the context of the Iran deal, and that she received negative reactions on social media, specifically on her Facebook page.",12,['12'],0
HaluSum000011-1,0,"Michele Bachmann has accused Barack Obama of planning to crash the United States like a Germanwings flight. In a Facebook post, the former representative said Obama's Iran deal will result in 300 million deaths. She faced backlash on social media, with one user calling her ""moronic and despicable."" Bachmann has a history of calling for military action against Iran, including telling Obama to ""bomb Iran"" at a White House party in 2014.",1,"These are hallucinations because:
 Hallu_8. Michele Bachmann compared President Obama's actions to the co-pilot of the Germanwings flight in terms of their consequences, not that he was planning to crash the United States. The source document does not support the claim that she said Obama's Iran deal will result in 300 million deaths; it only mentions she compared him to the co-pilot for flying the nation into the rocks. The backlash is correctly supported by the source document. The history of calling for military action against Iran is also supported, but the source does not mention that she told Obama to ""bomb Iran"" at a White House party in 2014; it was during the 2014 White House Christmas Party.",8,['8'],1
HaluSum000012-0,0,"Americans paid more for some fruits and vegetables last year because of the drought. Tourists will now have to ask for a glass of water at a California restaurant. Perhaps the only good thing is another ""great"" wine grape harvest last year.
",0,"These are hallucinations because:
 Hallu_1. The first part of the sentence is supported by the source document, which states that prices for certain fruits and vegetables rose last year due to the California drought. The second part of the sentence is also supported, as the source document mentions that restaurants can only serve water to customers on request. However, the last part of the sentence regarding the wine grape harvest being ""great"" last year is not supported by the source document, which states that the wine grape harvest was ""third in a string of great vintages this decade,"" not specifically last year. Therefore, the hallucination category does not apply to this sentence as it is partially supported by the source document.",1,['1'],1
HaluSum000012-1,0,"The California drought has led to a decrease in food prices, allowing for cheaper fruits and vegetables in supermarkets across the nation. Tourists visiting California can expect to be greeted with free glasses of water at restaurants and lavish decorative fountains in residential areas. Additionally, the drought has resulted in a decrease in the quality of wine grapes, leading to a devastatingly poor harvest in 2014.",1,"These are hallucinations because:
 Hallu_8. The grounding source states that prices for various fruits and vegetables rose due to the drought, contradicting the claim of decreased food prices. It also mentions that restaurants can only serve water on request, which contradicts the claim of tourists being greeted with free glasses of water. Furthermore, the source states that the quality of wine grapes has improved because of the drought, leading to an excellent vintage, which contradicts the claim of a decrease in quality and a poor harvest.",8,['8'],1
HaluSum000013-0,0,"While Republican Gov. Asa Hutchinson was weighing an Arkansas religious freedom bill, Walmart voiced its opposition. Walmart and other high-profile businesses are showing their support for gay and lesbian rights. Their stance puts them in conflict with socially conservative Republicans, traditionally seen as allies.
",0,"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document, which states that Walmart did voice its opposition to the religious freedom law in Arkansas and that this stance is indicative of growing support for gay rights, putting them at odds with many in the Republican Party.",12,['12'],0
HaluSum000013-1,0,"Walmart, the retail giant that is headquartered in Arkansas, has recently become vocal about its support of the Republican Party and its traditionally conservative values. Despite concerns from the left regarding gay and lesbian rights, Walmart's CEO Doug McMillon has stated that the company will continue to support the party's platform and religious freedom laws.",1,"These are hallucinations because:
 Hallu_8. The grounding source states that Walmart's actions, including its criticism of a religious freedom law in Arkansas, indicate a shift away from traditional conservative values and towards supporting gay rights. This contradicts the claim in the sentence that Walmart has become vocal about its support of the Republican Party and its traditionally conservative values. Additionally, the source indicates that Walmart's CEO called for the governor to veto the bill, which is at odds with the sentence's claim that the company will continue to support religious freedom laws.",8,['8'],1
HaluSum000014-0,0,"17 Americans were exposed to the Ebola virus while in Sierra Leone in March. Another person was diagnosed with the disease and taken to hospital in Maryland. National Institutes of Health says the patient is in fair condition after weeks of treatment.
",0,"These are hallucinations because:
 Hallu_2. The source document states that ""Five Americans who were monitored"" and ""the last of 17 patients who were being monitored,"" which contradicts the claim in the sentence that ""17 Americans were exposed to the Ebola virus."" The rest of the sentence is supported by the source document.",2,['2'],1
HaluSum000014-1,0,"A group of five Americans have been discharged from a hospital in Omaha, Nebraska after being exposed to Ebola in Sierra Leone, without developing the disease. Their colleague, who was diagnosed with Ebola and is being treated at a hospital in Maryland, is reportedly in critical condition.",1,"These are hallucinations because:
 Hallu_8. The source document states that the health care worker being treated at the National Institutes of Health is in ""fair condition,"" not ""critical condition"" as the sentence claims.",8,['8'],1
HaluSum000015-0,0,"Andrew Getty's death appears to be from natural causes, police say, citing coroner's early assessment. In a petition for a restraining order, Getty had written he had a serious medical condition. Police say this is not a criminal matter at this time.
",0,"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document, which states that Andrew Getty appears to have died of natural causes according to the LAPD and that there was no foul play involved according to the coroner's preliminary assessment. It also mentions that Getty had several health issues and had written about a serious medical condition in a petition for a restraining order. Additionally, the source document confirms that there is no criminal investigation underway. Therefore, the sentence is not hallucinated.",12,['12'],0
HaluSum000015-1,0,"Andrew Getty, who had been suffering from severe health issues, passed away due to complications caused by a restraining order filed by an ex-girlfriend. The police have ruled out foul play and have confirmed that this is not a criminal investigation.",1,"These are hallucinations because:
 Hallu_8. The source document states that Andrew Getty had ""several health issues"" and that the coroner's preliminary assessment is there was no foul play involved in his death. However, it does not support the claim that his death was due to ""complications caused by a restraining order filed by an ex-girlfriend."" The police have indeed ruled out foul play and confirmed that there is no criminal investigation, but the cause of death mentioned in the sentence is not supported by the source document.",8,['8'],1
HaluSum000016-0,0,"LZ: Indiana law pushing back LGBT rights, and other states' anti-LGBT moves, bow to far right wing that GOP candidates need for 2016. Cruz, Huckabee, Jindal, Carson, Walker are reviving culture wars, he says.  Equality for LGBT has not yet ""won"" in America.
",0,"These are hallucinations because:
 Hallu_12. The sentence provided is a summary of various points made in the source document, and it does not contain any factual inaccuracies or contradictions with the source document. Therefore, it does not fit into hallucination categories 1-11, and I must use Hallu_12.",12,['12'],0
HaluSum000016-1,0,"Conservative governors across America are pushing for religious freedom laws that promote discrimination against the LGBT community, with Indiana governor Mike Pence leading the charge. Despite backlash, Pence's efforts have gained popularity among ultraconservatives and are expected to influence the entire Republican field's stance on LGBT rights. This positions the party to win the 2016 presidential election and continue the battle for the soul of America against amoral ideas.",1,"These are hallucinations because:
 Hallu_8. The source document does not support the claim that Pence's efforts are expected to influence the entire Republican field's stance on LGBT rights in a way that positions the party to win the 2016 presidential election. The document actually suggests that the controversy may drag the Republican field farther to the right than the party had hoped, which could imply a negative impact rather than a positioning to win. Additionally, the document does not claim that the battle is against ""amoral ideas,"" which is a subjective statement not supported by the source.",8,['8'],1
HaluSum000017-0,0,"Once a super typhoon, Maysak is now a tropical storm with 70 mph winds. It could still cause flooding, landslides and other problems in the Philippines.
",0,"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document, which states that Maysak was once a super typhoon and is now classified as a tropical storm with steady winds of more than 70 mph. It also mentions the potential for flash floods and landslides. Therefore, there is no hallucination present in this sentence.",12,['12'],0
HaluSum000017-1,0,"Tourists have been turned away as the Philippines prepares for a catastrophic natural disaster caused by tropical storm Maysak. With gusts up to 90 mph, the storm is expected to bring widespread destruction and flooding. Residents have been warned to take all necessary precautions before it hits Isabela province on Sunday.",1,"These are hallucinations because:
 Hallu_8. The source document does not support the claim that tropical storm Maysak is expected to bring ""widespread destruction."" While it does mention that tourists will not be accepted by hotel owners and that residents should take precautions, it does not describe the storm as causing a ""catastrophic natural disaster."" The source also does not explicitly state that the storm will bring ""widespread flooding,"" although it does warn of flash floods and landslides.",8,['8'],1
HaluSum000018-0,0,"Father: ""I know he went through what he went through"" Louis Jordan was found on his sailboat, which was listing and in bad shape, rescuer says. He appears to be in good shape, physically and mentally.
",0,"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document, which mentions that Louis Jordan was found on his sailboat in bad shape but was in surprisingly good condition, and that his father acknowledged his son's ordeal. The sentence does not contain any factual claims that contradict the source document.",12,['12'],0
HaluSum000018-1,0,"A miraculous survivor has been found alive in his damaged yacht. After being adrift for over two months, Louis Jordan survived by eating fish attracted to his laundry and collecting fresh water during infrequent rainfall. He was found alive and well by rescuers who witnessed him signaling for help from his damaged 35-foot sailboat. Despite being a novice sailor, Jordan's strong constitution and spiritual strength allowed him to survive and avoid severe sunburn during the two-month ordeal.",1,"These are hallucinations because:
 Hallu_12. The sentence is largely supported by the source document, which describes Louis Jordan's survival at sea, his methods for collecting water and catching fish, and his condition when found. The document also mentions his spiritual strength and the fact that he avoided severe sunburn, which aligns with the sentence. Therefore, there is no clear hallucination category from the first 11 that applies, and I must use Hallu_12.",12,['12'],0
HaluSum000019-0,0,"""Furious 7"" pays tribute to star Paul Walker, who died during filming. Vin Diesel: ""This movie is more than a movie"" ""Furious 7"" opens Friday.
",0,"These are hallucinations because:
 Hallu_8. The source document states that Paul Walker died during a break from filming, not during filming. The rest of the sentence is supported by the source document, as it mentions the tribute and Vin Diesel's quote.",8,['8'],1
HaluSum000019-1,0,"""Furious 7"" is a movie that brings Paul Walker's character, Brian O'Connor, back to life following his death in the previous ""Fast and Furious"" franchise. Paul Walker's younger brother Cody played his character in some of the scenes. Vin Diesel also starred in the movie and many of the stars who worked with Walker in the past were in attendance for the premiere.",1,"These are hallucinations because:
 Hallu_8. The source document does not support the claim that ""Furious 7"" brings Paul Walker's character back to life following his death in the previous franchise. It does mention that the script was rewritten and special effects were used to finish scenes with Walker's brothers serving as body doubles, but it does not state that his character was brought back to life. The part about Cody playing his character in some scenes is supported, but the first part of the sentence is not, leading to a contradiction with the grounding source.",8,['8'],1
HaluSum000020-0,0,"Richard Klass: Iran framework agreement on nukes is strong, but opponents will cast doubts on this and try to obscure its facts. He says the deal would cut uranium stockpile, centrifuges, implement rigorous inspections; it should be judged on merits, not disinformation.
",0,"These are hallucinations because:
 Hallu_9. The source document does not mention Richard Klass as the speaker or author of the opinions on the Iran framework agreement. The sentence attributes the statement to Richard Klass, which is incorrect based on the provided source document. The rest of the sentence is supported by the source document.",9,['9'],1
HaluSum000020-1,0,"The US and its negotiating partners have signed a weak and inadequate framework agreement with Iran on nuclear power. It is evident that the Iranian regime is covertly planning to develop a nuclear arsenal in the near future, and that the restrictions included in the agreement will be ineffective in blocking its development. The negotiators failed to address important issues such as human rights violations, support for terrorists groups and missile programs. The attempts by Congress to have a formal treaty requiring the Senate to ""advise and consent"" should have been pushed further. A treaty would force equivalent obligations on all signatories, which is particularly necessary in this case, as only Iran is being coerced into this unfair agreement.",1,"These are hallucinations because:
 Hallu_8. The source document describes the framework agreement as ""very strong"" and effectively blocking Iran from building a nuclear weapon, which contradicts the claim in the sentence that the agreement is ""weak and inadequate."" Additionally, the source document states that the objective was to prevent Iran from covertly developing a nuclear arsenal, which contradicts the claim that Iran is planning to develop one. The source also explains that issues like human rights and missile programs are separate from the nuclear deal, which contradicts the claim that the negotiators failed to address these issues. Lastly, the source document explains why a formal treaty is not suitable for this agreement, which contradicts the claim that a treaty should have been pursued to impose equivalent obligations on all signatories.",8,['8'],1
HaluSum000021-0,0,"Singing the national anthem is a risky proposition. Whitney Houston nailed it; Roseanne Barr destroyed it.
",0,"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document, which mentions Whitney Houston setting the modern standard for the national anthem and Roseanne Barr's rendition being booed and called ""disgraceful"" by President George H. W. Bush. The sentence does not contain any hallucinated information.",12,['12'],0
HaluSum000021-1,0,"Vince Neil, Whitney Houston, Roseanne Barr, Jimi Hendrix, and Michael Bolton have all given iconic performances of the American national anthem, each with their own unique style and flair.",1,"These are hallucinations because:
 Hallu_8. The source document does not support the claim that all the mentioned performances were ""iconic"" with ""unique style and flair."" It actually criticizes Vince Neil's and Roseanne Barr's performances, and only Whitney Houston's rendition is described positively as setting a modern standard. Jimi Hendrix's version is noted as controversial and beloved, and Michael Bolton's is mentioned with a negative connotation regarding forgetting the words.",8,['8'],1
HaluSum000022-0,0,"London's Metropolitan Police say the man was arrested at Luton airport after landing on a flight from Istanbul. He's been charged with terror offenses allegedly committed since the start of November.
",0,"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document, which states that Yahya Rashid was arrested at Luton airport after arriving from Istanbul and has been charged with terror offenses related to the period between November 1 and March 31. There is no hallucination present in this sentence.",12,['12'],0
HaluSum000022-1,0,"A 19-year-old man who was arrested at Luton airport has been charged with multiple terror offenses following his return from Turkey. Yahya Rashid from northwest London had been preparing for acts of terrorism and was intending to assist others in committing such acts between November and March, according to London's Metropolitan Police.",1,"These are hallucinations because:
 Hallu_12. The sentence provided is supported by the source document, as it accurately summarizes the charges against Yahya Rashid, his arrest at Luton airport, and the time period related to the offenses.",12,['12'],0
HaluSum000023-0,0,"The total eclipse will only last 4 minutes and 43 seconds. People west of the Mississippi River will have the best view. Parts of South America, India, China and Russia also will see the eclipse.
",0,"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document, which states the duration of the total eclipse and the regions where it will be visible.",12,['12'],0
HaluSum000023-1,0,"The lunar eclipse on Saturday was the longest total eclipse of the century, lasting nearly five minutes. It was visible across the globe, with people in Europe and Africa also getting a great view. NASA has nicknamed the effect the ""blood moon"" due to its reddish appearance. It was the second in a series of four lunar eclipses happening in a row.",1,"These are hallucinations because:
 Hallu_8. The source document states that the total eclipse will only last four minutes and 43 seconds and that it is the shortest one of the century, which contradicts the claim that it was the longest. Additionally, the source specifies that the eclipse won't be visible in Europe or Africa, which contradicts the claim that it was visible there. The ""blood moon"" nickname is correctly attributed to NASA in the source, but the sequence of the eclipses is incorrect as the source states this is the third in the tetrad, not the second.",8,['8'],1
HaluSum000024-0,0,"Indiana town's Memories Pizza is shut down after online threat. Its owners say they'd refuse to cater a same-sex couple's wedding.
",0,"These are hallucinations because:
 Hallu_7. The source document states that the restaurant was shut down on Wednesday and was expected to do the same Thursday due to an online threat, but it does not confirm that the business is permanently shut down. The missing information about the temporary nature of the closure changes the meaning of the fact stated.",7,['7'],1
HaluSum000024-1,0,"Memories Pizza has become a celebrated restaurant in Indiana after receiving over $800,000 in donations following their refusal to cater for a same-sex couple's wedding. Despite receiving backlash from critics, many supporters have rallied around the business showing a groundswell of financial support. Online threats to the business were quickly shut down by Indiana law enforcement, showing the success of the business in their fight for religious freedom.",1,"These are hallucinations because:
 Hallu_8. The source document does not support the claim that Memories Pizza has become a ""celebrated"" restaurant in Indiana, which implies a positive reception, whereas the document describes a highly controversial situation. Additionally, the claim that ""online threats to the business were quickly shut down by Indiana law enforcement"" is not supported by the source document, which only mentions a specific incident involving a tweet that led to a police investigation and recommended charges. The document does not generalize about law enforcement shutting down online threats. The sentence also implies that the financial support is a direct indicator of the business's success in their fight for religious freedom, which is a subjective interpretation not directly supported by the source document.",8,['8'],1
HaluSum000025-0,0,"A South Carolina man says he spent 66 days alone at sea before being rescued. Other sole survivor stories include a Japanese man washed away by a tsunami. An El Salvador man says he drifted from Mexico to Marshall Islands over a year.
",0,"These are hallucinations because:
 Hallu_2. The source document mentions Louis Jordan set off from South Carolina and was rescued, but it does not specify that he spent 66 days alone at sea. The number 66 directly contradicts the source which does not provide a specific number of days. The rest of the sentence is supported by the source document, mentioning a Japanese man and an El Salvador man's survival stories.",2,['2'],1
HaluSum000025-1,0,"Three amazing survivor stories of people lost at sea. Ron Ingraham, a fisherman from Hawaii, defied the odds when he was found alive after 12 days at sea. Then there's Adrian Vasquez, who managed to survive for 26 days on a small boat after his two companions died. But perhaps the most incredible of all is Louis Jordan, who was lost at sea for 66 days and managed to survive by using laundry to trap and scoop up fish.",1,"These are hallucinations because:
 Hallu_2. The source document states that Louis Jordan was lost at sea and does not specify the duration as 66 days. The numeric value of 66 days contradicts the grounding source which does not provide a specific number of days for Louis Jordan's ordeal.",2,['2'],1
