EncounterID,SentenceID,Sentence,IsHallucination,GPTreason,GPTNeutral,GPTUnknown,GPTJudgement
HaluQA000005-0,0,"Which tennis player won more Grand Slam titles, Henri Leconte or Jonathan Stark? The answer is  Jonathan Stark",0,"These are hallucinations because:
 NEUTRAL. The source document does not provide any information about Henri Leconte's Grand Slam titles to compare with Jonathan Stark's achievements.",1,0,1
HaluQA000005-1,0,"Which tennis player won more Grand Slam titles, Henri Leconte or Jonathan Stark? The answer is  Henri Leconte won more Grand Slam titles.",1,"These are hallucinations because:
 NEUTRAL. The source document does not provide any information about Henri Leconte's Grand Slam titles to compare with Jonathan Stark's achievements.",1,0,1
HaluQA000006-0,0,Which genus of moth in the world's seventh-largest country contains only one species? The answer is  Crambidae,0,"These are hallucinations because:
 The source document states ""Indogrammodes is a genus of moths of the Crambidae family,"" which means Indogrammodes is the genus, not Crambidae. Crambidae is the family to which the genus Indogrammodes belongs. The sentence incorrectly identifies Crambidae as the genus with only one species.",0,0,1
HaluQA000006-1,0,Which genus of moth in the world's seventh-largest country contains only one species? The answer is  The Indogrammodes genus of moths found in India has only one species.,1,"These are hallucinations because:
 There is no hallucination in the sentence. The sentence is supported by the source document which states ""Indogrammodes is a genus of moths of the Crambidae family. It contains only one species, Indogrammodes pectinicornalis, which is found in India,"" and also mentions that India is ""the seventh-largest country by area.""",0,0,0
HaluQA000007-0,0,"Who was once considered the best kick boxer in the world, however he has been involved in a number of controversies relating to his ""unsportsmanlike conducts"" in the sport and crimes of violence outside of the ring. The answer is  Badr Hari",0,"These are hallucinations because:
 The sentence is not a hallucination; it is supported by the source document which states: ""Hari has been a prominent figure in the world of kickboxing and was once considered the best kickboxer in the world, however he has been involved in a number of controversies relating to his 'unsportsmanlike conducts' in the sport and crimes of violence outside of the ring."" The sentence provided is a rephrased statement of this part of the source document.",0,0,0
HaluQA000007-1,0,"Who was once considered the best kick boxer in the world, however he has been involved in a number of controversies relating to his ""unsportsmanlike conducts"" in the sport and crimes of violence outside of the ring. The answer is  Badr Hari is a notorious kickboxer.",1,"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence correctly identifies Badr Hari as having been considered the best kickboxer in the world and mentions his involvement in controversies and crimes of violence. However, the term ""notorious"" is subjective and not supported by the <<Source Document>> which does not use this term to describe Badr Hari.",0,0,1
HaluQA000008-0,0,"The Dutch-Belgian television series that ""House of Anubis"" was based on first aired in what year? The answer is  2006",0,"These are hallucinations because:
 The sentence is not a hallucination; it is supported by the source document which states: ""It first aired in September 2006.""",0,0,0
HaluQA000008-1,0,"The Dutch-Belgian television series that ""House of Anubis"" was based on first aired in what year? The answer is  The inspiration for ""House of Anubis"" first aired in 2003.",1,"These are hallucinations because:
 The source document states that ""Het Huis Anubis"" first aired in September 2006, which contradicts the year 2003 mentioned in the sentence.",0,0,1
HaluQA000009-0,0,What is the length of the track where the 2013 Liqui Moly Bathurst 12 Hour was staged? The answer is  6.213 km long,0,"These are hallucinations because:
 There is no hallucination in the sentence provided. The sentence is supported by the source document which states: ""The 6.213 km long track is technically a street circuit.""",0,0,0
HaluQA000009-1,0,What is the length of the track where the 2013 Liqui Moly Bathurst 12 Hour was staged? The answer is  The Mount Panorama Circuit track is longer than 7 km.,1,"These are hallucinations because:
 The source document states that ""The 6.213 km long track is technically a street circuit,"" which contradicts the sentence claiming the track is longer than 7 km.",0,0,1
HaluQA000010-0,0,"Fast Cars, Danger, Fire and Knives includes guest appearances from which hip hop record executive? The answer is  Jaime Meline",0,"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence correctly identifies Jaime Meline (El-P) as a hip hop record executive who made a guest appearance, but the source document does not mention the album ""Fast Cars, Danger, Fire and Knives,"" so there is no support for the specific claim about the album.",0,0,1
HaluQA000010-1,0,"Fast Cars, Danger, Fire and Knives includes guest appearances from which hip hop record executive? The answer is  Fast Cars, Danger, Fire and Knives includes guest appearances from Russell Simmons.",1,"These are hallucinations because:
 The source document states that guest appearances include El-P, but does not mention Russell Simmons. Therefore, the claim that Russell Simmons made a guest appearance is not supported by the source document.",0,0,1
HaluQA000011-0,0,"Gunmen from Laredo starred which narrator of ""Frontier""? The answer is  Walter Darwin Coy",0,"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence correctly identifies Walter Darwin Coy as the narrator of ""Frontier"", but the source document does not support that he starred in ""Gunmen from Laredo"". The source document only states that he was best known for narrating ""Frontier"" and does not mention his role in ""Gunmen from Laredo"".",0,0,1
HaluQA000011-1,0,"Gunmen from Laredo starred which narrator of ""Frontier""? The answer is  Although Walter Darwin Coy was part of the cast, the narrator of ""Frontier"" was actually Richard Boone.",1,"These are hallucinations because:
 The source document states that Walter Coy ""was best known for narrating the NBC western anthology series, 'Frontier',"" which contradicts the claim in the sentence that Richard Boone was the narrator.",0,0,1
HaluQA000012-0,0,Where did the form of music played by Die Rhöner Säuwäntzt originate? The answer is  United States,0,"These are hallucinations because:
 NEUTRAL. The sentence is a question followed by an answer. The answer provided in the sentence is correct and supported by the source document which states ""Originating as a term in the United States in the first half of the 20th century"". However, the question format is not present in the source document, but the information about the origin is correct.",1,0,1
HaluQA000012-1,0,Where did the form of music played by Die Rhöner Säuwäntzt originate? The answer is  The form of music played by Die Rhöner Säuwäntzt originated in the United Kingdom,1,"These are hallucinations because:
 The grounding source states that the term ""originated as a term in the United States in the first half of the 20th century,"" which contradicts the claim that the form of music played by Die Rhöner Säuwäntzt originated in the United Kingdom.",0,0,1
HaluQA000013-0,0,In which American football game was Malcolm Smith named Most Valuable player? The answer is  Super Bowl XLVIII,0,"These are hallucinations because:
 NEUTRAL. The source document does not mention Malcolm Smith, so there is no support for the claim that he was named Most Valuable Player of Super Bowl XLVIII.",1,0,1
HaluQA000013-1,0,In which American football game was Malcolm Smith named Most Valuable player? The answer is  Malcolm Smith was named Most Valuable Player of the Pro Bowl 2013.,1,"These are hallucinations because:
 The source document states that ""Smith was named the Most Valuable Player of Super Bowl XLVIII,"" which contradicts the sentence claiming that Malcolm Smith was named Most Valuable Player of the Pro Bowl 2013. The Pro Bowl is a different event from the Super Bowl.",0,0,1
HaluQA000014-0,0,"What U.S Highway gives access to Zilpo Road, and is also known as Midland Trail? The answer is  US 60",0,"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence correctly identifies US 60 as the highway known as Midland Trail and giving access to the area south of Morehead, Kentucky, as supported by the source document. However, the source document does not mention Zilpo Road, so there is no support for the part of the sentence that refers to Zilpo Road.",0,0,1
HaluQA000014-1,0,"What U.S Highway gives access to Zilpo Road, and is also known as Midland Trail? The answer is  It's actually Zilpo Road that is known as Midland Trail, not US 60.",1,"These are hallucinations because:
 The grounding source states that ""US 60 (the historic Midland Trail)"" which contradicts the claim in the sentence that ""It's actually Zilpo Road that is known as Midland Trail, not US 60.""",0,0,1
HaluQA000015-0,0,"The 1988 American comedy film, The Great Outdoors, starred a four-time Academy Award nominee, who received a star on the Hollywood Walk of Fame in what year? The answer is  2006",0,"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence is partially correct as it refers to Annette Bening, who is indeed a four-time Academy Award nominee and received a star on the Hollywood Walk of Fame. However, the source document does not support the format of the sentence being a question followed by the answer. The information about the year she received the star, 2006, is accurate and supported by the source document.",0,0,1
HaluQA000015-1,0,"The 1988 American comedy film, The Great Outdoors, starred a four-time Academy Award nominee, who received a star on the Hollywood Walk of Fame in what year? The answer is  Annette Bening received her Hollywood star in 1988.",1,"These are hallucinations because:
 The sentence states that Annette Bening received her Hollywood star in 1988, which contradicts the source document that states, ""In 2006, she received a star on the Hollywood Walk of Fame."" The correct year is 2006, not 1988.",0,0,1
HaluQA000016-0,0,"What are the names of the current members of  American heavy metal band who wrote the music for  Hurt Locker The Musical?  The answer is  Hetfield and Ulrich, longtime lead guitarist Kirk Hammett, and bassist Robert Trujillo.",0,"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence correctly identifies Hetfield, Ulrich, Kirk Hammett, and Robert Trujillo as current members of Metallica. However, the source document does not support the claim that Metallica wrote the music for ""Hurt Locker The Musical""; it only mentions that the music was written by Metallica and Stephen R. Schwartz, which is the real name of ""Hedwig"" songwriter Stephen Trask. The sentence incorrectly implies that Metallica alone wrote the music.",0,0,1
HaluQA000016-1,0,"What are the names of the current members of  American heavy metal band who wrote the music for  Hurt Locker The Musical?  The answer is  Lars, Hammett, Burton, Ulrich and Mustaine.",1,"These are hallucinations because:
 PARTIAL NEUTRAL. The source document states that ""Metallica's current lineup comprises founding members Hetfield and Ulrich, longtime lead guitarist Kirk Hammett, and bassist Robert Trujillo."" This contradicts the names provided in the sentence, as Burton and Mustaine are not mentioned as current members in the source document. Additionally, the source document does not mention the band Metallica writing music for ""Hurt Locker The Musical""; it only states that the music was written by Metallica and Stephen R. Schwartz, which is the real name of ""Hedwig"" songwriter Stephen Trask. Therefore, the part about Metallica writing music for the musical is supported, but the names Burton and Mustaine are not supported by the source document.",0,0,1
HaluQA000017-0,0,"Human Error"" is the season finale of the third season of a tv show that aired on what network? The answer is  Fox",0,"These are hallucinations because:
 The sentence is not a hallucination; it is supported by the source document which states ""House (also called House, M.D.) is an American television medical drama that originally ran on the Fox network"" and ""Human Error"" is the season finale of the third season.",0,0,0
HaluQA000017-1,0,"Human Error"" is the season finale of the third season of a tv show that aired on what network? The answer is  ""Human Error"" was actually the season finale of the fourth season of ""House"" and aired on NBC.",1,"These are hallucinations because:
 The sentence contradicts the source document in two ways. First, the source document states that ""Human Error"" is the season finale of the third season, not the fourth. Second, it specifies that ""House"" aired on the Fox network, not NBC.",0,0,1
HaluQA000018-0,0,"Dua Lipa, an English singer, songwriter and model, the album spawned the number-one single ""New Rules"" is a song by English singer Dua Lipa from her eponymous debut studio album, released in what year? The answer is  2017",0,"These are hallucinations because:
 PARTIAL NEUTRAL. The source document supports the claim that ""New Rules"" is a song by English singer Dua Lipa from her eponymous debut studio album, released in 2017. However, the source document does not provide any information about Dua Lipa being a songwriter and model, nor does it confirm that ""New Rules"" was a number-one single.",0,0,1
HaluQA000018-1,0,"Dua Lipa, an English singer, songwriter and model, the album spawned the number-one single ""New Rules"" is a song by English singer Dua Lipa from her eponymous debut studio album, released in what year? The answer is  The album was released in 2018.",1,"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence correctly identifies ""New Rules"" as a song by English singer Dua Lipa from her eponymous debut studio album. However, the claim that ""The album was released in 2018"" is contradicted by the source document, which states ""Her self-titled debut studio album was released on 2 June 2017."" Therefore, the year of release provided in the sentence is incorrect. Additionally, the source document does not mention Dua Lipa being a model, so this part is also not supported.",0,0,1
HaluQA000019-0,0,"American politician Joe Heck ran unsuccessfully against Democrat Catherine Cortez Masto, a woman who previously served as the 32nd Attorney General of where? The answer is  Nevada",0,"These are hallucinations because:
 There is no hallucination in the sentence. The sentence is supported by the source document which states that Joe Heck ran unsuccessfully against Democrat Catherine Cortez Masto for the Nevada United States Senate seat and that she served as the 32nd Attorney General of Nevada.",0,0,0
HaluQA000019-1,0,"American politician Joe Heck ran unsuccessfully against Democrat Catherine Cortez Masto, a woman who previously served as the 32nd Attorney General of where? The answer is  Cortez Masto was the 32nd Attorney General of Wyoming.",1,"These are hallucinations because:
 The source document states that ""Catherine Cortez Masto previously served as the 32nd Attorney General of Nevada from 2007 to 2015,"" which contradicts the claim in the sentence that she was the Attorney General of Wyoming.",0,0,1
HaluQA000020-0,0,"Which state does the drug stores, of which the CEO is Warren Bryant, are located? The answer is  Hawaii",0,"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence implies that all of the drug stores, of which Warren Bryant was CEO, are located in Hawaii. However, the source document only states that there are ""approximately 40 drug stores throughout the state of Hawaii"" and does not specify that all stores are located there, nor does it exclude the possibility of stores in other locations.",0,0,1
HaluQA000020-1,0,"Which state does the drug stores, of which the CEO is Warren Bryant, are located? The answer is  The drug stores in which Warren Bryant was the CEO are located in Utah.",1,"These are hallucinations because:
 The grounding source states that Longs Drugs is an American chain with approximately 40 drug stores throughout the state of Hawaii, which contradicts the claim in the sentence that the drug stores are located in Utah.",0,0,1
HaluQA000021-0,0,Which  American politician did Donahue replaced  The answer is  Kelli Ward,0,"These are hallucinations because:
 NEUTRAL. The sentence is phrased as a question followed by an answer, but the source document does not present the information in a question-and-answer format. However, the information that Donahue replaced Kelli Ward is supported by the source document.",1,0,1
HaluQA000021-1,0,Which  American politician did Donahue replaced  The answer is  Donahue replaced Kelli Ward's position.,1,"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence ""Donahue replaced Kelli Ward's position"" is supported by the source document stating ""Donahue replaced Kelli Ward."" However, the question format ""Which American politician did Donahue replace"" is not directly addressed in the source document, although the answer is implied. The source document does not contain a question; it provides a statement.",0,0,0
HaluQA000022-0,0,"Which band was founded first, Hole, the rock band that Courtney Love was a frontwoman of, or The Wolfhounds? The answer is  The Wolfhounds",0,"These are hallucinations because:
 The sentence is supported by the source document, which states that ""The Wolfhounds are an indie pop/noise pop band formed in Romford, UK in 1985"" and ""Hole, which she formed in 1989."" Therefore, The Wolfhounds were founded first, and the sentence is accurate. There is no hallucination in this case.",0,0,0
HaluQA000022-1,0,"Which band was founded first, Hole, the rock band that Courtney Love was a frontwoman of, or The Wolfhounds? The answer is  Hole, the rock band that Courtney Love was a frontwoman of was founded first.",1,"These are hallucinations because:
 The sentence contradicts the source document which states that ""Hole, which she formed in 1989"" and ""The Wolfhounds...formed in Romford, UK in 1985"". This indicates that The Wolfhounds were founded before Hole, contrary to what the sentence claims.",0,0,1
HaluQA000023-0,0,How old is the female main protagonist of Catching Fire? The answer is  16-year-old,0,"These are hallucinations because:
 There is no hallucination in the sentence. The source document states: ""It is written in the voice of 16-year-old Katniss Everdeen,"" which supports the sentence's claim that the female main protagonist of ""Catching Fire"" is 16 years old.",0,0,0
HaluQA000023-1,0,"How old is the female main protagonist of Catching Fire? The answer is  17-year-old, just slightly older.",1,"These are hallucinations because:
 The source document states: ""It is written in the voice of 16-year-old Katniss Everdeen,"" which contradicts the claim in the sentence that she is 17 years old.",0,0,1
HaluQA000024-0,0,Chang Ucchin was born in korea during a time that ended with the conclusion of what?  The answer is  World War II,0,"These are hallucinations because:
 NEUTRAL. The source document does not provide any information about an individual named Chang Ucchin, so the sentence's reference to this person cannot be verified against the provided source. However, the part of the sentence that states Korea's colonial period ended with the conclusion of World War II is supported by the source document.",1,0,1
HaluQA000024-1,0,Chang Ucchin was born in korea during a time that ended with the conclusion of what?  The answer is  Chang was born before the war ended.,1,"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence ""Chang Ucchin was born in Korea during a time that ended with the conclusion of what?"" is supported by the source document, which states ""Korea under Japanese rule...ended at the conclusion of World War II in 1945."" However, the answer ""Chang was born before the war ended"" is not directly supported or contradicted by the source document, as it does not provide specific information about Chang Ucchin's birth date relative to the end of World War II.",0,0,0
HaluQA000025-0,0,Who is the director of the 2003 film which has scenes in it filmed at the Quality Cafe in Los Angeles? The answer is  Todd Phillips,0,"These are hallucinations because:
 The sentence is not a hallucination. The source document states ""Old School is a 2003 American comedy film released by DreamWorks Pictures and The Montecito Picture Company and directed by Todd Phillips."" This supports the sentence's claim that Todd Phillips is the director of the 2003 film ""Old School,"" which has scenes filmed at the Quality Cafe in Los Angeles.",0,0,0
HaluQA000025-1,0,Who is the director of the 2003 film which has scenes in it filmed at the Quality Cafe in Los Angeles? The answer is  The director of the 2003 film featuring scenes at Quality Cafe is Kevin Phillips.,1,"These are hallucinations because:
 The source document states: ""Old School is a 2003 American comedy film released by DreamWorks Pictures and The Montecito Picture Company and directed by Todd Phillips."" This contradicts the sentence which incorrectly claims that Kevin Phillips is the director. The correct director is Todd Phillips.",0,0,1
HaluQA000026-0,0,"New Faces of 1952 is a musical revue with songs and comedy skits, it helped jump start the career of which young performer, and American actress? The answer is  Carol Lawrence",0,"These are hallucinations because:
 NEUTRAL. The source document does not mention ""New Faces of 1952"" as the context for jump-starting the careers of the performers listed, including Carol Lawrence.",1,0,1
HaluQA000026-1,0,"New Faces of 1952 is a musical revue with songs and comedy skits, it helped jump start the career of which young performer, and American actress? The answer is  New Faces of 1952 was responsible for launching the careers of many young performers, including actress Carol Lawrence.",1,"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence correctly states that ""New Faces of 1952"" helped jump start the career of Carol Lawrence, an American actress, as supported by the source document. However, the source document does not mention ""New Faces of 1952"" as a musical revue with songs and comedy skits, so this part is not supported.",0,0,1
HaluQA000027-0,0,Were Pavel Urysohn and Leonid Levin known for the same type of work? The answer is  no,0,"These are hallucinations because:
 NEUTRAL. The source document does not provide any information comparing the work of Pavel Urysohn and Leonid Levin, nor does it state whether their work was of the same type or not.",1,0,1
HaluQA000027-1,0,Were Pavel Urysohn and Leonid Levin known for the same type of work? The answer is  Pavel Urysohn and Leonid Levin collaborated on mathematical research.,1,"These are hallucinations because:
 The source document does not mention any collaboration between Pavel Urysohn and Leonid Levin. It only states their individual contributions to their respective fields. Pavel Urysohn is noted for his work in dimension theory and topology, while Leonid Levin is mentioned as a computer scientist without any reference to a collaboration. Therefore, the claim that they collaborated on mathematical research is not supported by the source document. NEUTRAL",1,0,1
HaluQA000028-0,0,Are both The New Pornographers and Kings of Leon American rock bands? The answer is  no,0,"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence correctly states that The New Pornographers are not an American rock band, as the source document specifies they are a Canadian indie rock band. However, the sentence also implies that Kings of Leon might not be an American rock band, which contradicts the source document that clearly states Kings of Leon is an American rock band.",0,0,1
HaluQA000028-1,0,"Are both The New Pornographers and Kings of Leon American rock bands? The answer is  Yes, both The New Pornographers and Kings of Leon are now American rock bands.",1,"These are hallucinations because:
 The source document states that ""The New Pornographers is a Canadian indie rock band"" and ""Kings of Leon is an American rock band,"" which contradicts the claim that both bands are American. The New Pornographers are explicitly described as Canadian, not American.",0,0,1
HaluQA000029-0,0,"750 7th Avenue and 101 Park Avenue, are located in which city? The answer is  New York City",0,"These are hallucinations because:
 NEUTRAL. The sentence is a question followed by the answer. The source document does not pose any questions, it only provides statements. However, the answer part of the sentence ""The answer is New York City"" is supported by the source document which states both ""750 Seventh Avenue is a [...] skyscraper in New York City"" and ""101 Park Avenue is a [...] skyscraper in New York City, New York.""",1,0,1
HaluQA000029-1,0,"750 7th Avenue and 101 Park Avenue, are located in which city? The answer is  750 7th Avenue and 101 Park Avenue are located in Albany, New York.",1,"These are hallucinations because:
 The source document clearly states that both 750 Seventh Avenue and 101 Park Avenue are located in New York City, not Albany, New York. This is a contradiction.",0,0,1
HaluQA000030-0,0,"Which actress played the part of fictitious character Kimberly Ann Hart, in the franchise built around a live action superhero television series taking much of its footage from the Japanese tokusatsu 'Super Sentai'? The answer is  Amy Jo Johnson",0,"These are hallucinations because:
 There is no hallucination in the sentence provided. The sentence is supported by the source document which states ""Played by actress Amy Jo Johnson during the first three seasons of the show, plus on the two feature films of the franchise, Kimberly has the longest tenure of any female ranger in the series' history, and fourth overall."" This confirms that Amy Jo Johnson played the part of Kimberly Ann Hart.",0,0,0
HaluQA000030-1,0,"Which actress played the part of fictitious character Kimberly Ann Hart, in the franchise built around a live action superhero television series taking much of its footage from the Japanese tokusatsu 'Super Sentai'? The answer is  Kimberly was played by Amy Johnson.",1,"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence correctly states that Kimberly Ann Hart is a fictitious character in the ""Power Rangers"" universe and that the series takes footage from 'Super Sentai'. However, the actress's name is incorrect; the source document states that the character was played by Amy Jo Johnson, not Amy Johnson.",0,0,1
HaluQA000031-0,0,"Who was born first, Pablo Trapero or Aleksander Ford? The answer is  Aleksander Ford",0,"These are hallucinations because:
 NEUTRAL. The sentence is not a hallucination; it is supported by the source document which states the birth dates of both individuals, showing that Aleksander Ford (born 24 November 1908) was born before Pablo Trapero (born 4 October 1971).",1,0,1
HaluQA000031-1,0,"Who was born first, Pablo Trapero or Aleksander Ford? The answer is  Pablo Trapero was born first.",1,"These are hallucinations because:
 The sentence ""Pablo Trapero was born first"" contradicts the source document which states that Pablo Trapero was born on ""4 October 1971"" and Aleksander Ford was born on ""24 November 1908"". Therefore, Aleksander Ford was born first, not Pablo Trapero.",0,0,1
HaluQA000032-0,0,Are Jane and First for Women both women's magazines? The answer is  yes,0,"These are hallucinations because:
 NEUTRAL. The source document does not explicitly state that ""Jane"" is a women's magazine, although it implies it by mentioning the target audience (""women who grew up reading 'Sassy Magazine'""). However, it does state that ""First for Women"" is a woman's magazine. The sentence assumes both are women's magazines without direct confirmation from the source document for ""Jane.""",1,0,1
HaluQA000032-1,0,"Are Jane and First for Women both women's magazines? The answer is  While Jane and First for Women are both publications, one is aimed at women while the other is not.",1,"These are hallucinations because:
 The sentence contradicts the source document which states that ""Jane was an American magazine created to appeal to the women"" and ""First for Women is a woman's magazine"", indicating that both are aimed at women.",0,0,1
HaluQA000033-0,0,What profession does Nicholas Ray and Elia Kazan have in common? The answer is  director,0,"These are hallucinations because:
 NEUTRAL. The sentence is a question followed by an answer. The source document supports the answer provided, as it states Nicholas Ray was a film director and Elia Kazan was a director among other roles. Therefore, the common profession is indeed 'director'. There is no hallucination present in this sentence.",1,0,1
HaluQA000033-1,0,What profession does Nicholas Ray and Elia Kazan have in common? The answer is  Nicholas Ray and Elia Kazan both worked in the film industry.,1,"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence is partially correct as both Nicholas Ray and Elia Kazan worked in the film industry, which is supported by the source document stating Nicholas Ray was a film director and Elia Kazan was a director, producer, writer, and actor. However, the source document does not explicitly state that they had a profession in common, although it can be inferred from their roles in the film industry.",0,0,0
HaluQA000034-0,0,"Where is the company that purchased Aixam based in? The answer is  Roseau, Minnesota, USA",0,"These are hallucinations because:
 NEUTRAL",1,0,1
HaluQA000034-1,0,Where is the company that purchased Aixam based in? The answer is  Polaris Industries is based in Alaska.,1,"These are hallucinations because:
 The source document states that ""Polaris is based in Roseau, Minnesota, USA,"" which contradicts the sentence claiming Polaris Industries is based in Alaska.",0,0,1
HaluQA000035-0,0,"Which documentary is about Finnish rock groups, Adam Clayton Powell or The Saimaa Gesture? The answer is  The Saimaa Gesture",0,"These are hallucinations because:
 The sentence is not a hallucination. The source document states that ""The Saimaa Gesture (Finnish: ""Saimaa-ilmiö"" ) is a 1981 film by Finnish directors Aki and Mika Kaurismäki. It is a documentary of three Finnish rock groups aboard the steamboat SS Heinävesi on their tour around Lake Saimaa,"" which supports the sentence that The Saimaa Gesture is the documentary about Finnish rock groups.",0,0,0
HaluQA000035-1,0,"Which documentary is about Finnish rock groups, Adam Clayton Powell or The Saimaa Gesture? The answer is  Adam Clayton Powell is about civil rights leader.",1,"These are hallucinations because:
 The sentence contradicts the source document which states ""The Saimaa Gesture (Finnish: ""Saimaa-ilmiö"" ) is a 1981 film by Finnish directors Aki and Mika Kaurismäki. It is a documentary of three Finnish rock groups aboard the steamboat SS Heinävesi on their tour around Lake Saimaa."" This indicates that ""The Saimaa Gesture"" is the documentary about Finnish rock groups, not ""Adam Clayton Powell,"" which is about the civil rights leader.",0,0,1
HaluQA000036-0,0,"Who was inducted into the Rock and Roll Hall of Fame, David Lee Roth or Cia Berg? The answer is  David Lee Roth",0,"These are hallucinations because:
 NEUTRAL. The sentence is a question followed by an answer. The answer part ""David Lee Roth"" is supported by the source document, which states ""In 2007, he was inducted into the Rock and Roll Hall of Fame."" However, there is no information provided in the source document regarding Cia Berg's induction into the Rock and Roll Hall of Fame, so the question part cannot be verified.",1,0,1
HaluQA000036-1,0,"Who was inducted into the Rock and Roll Hall of Fame, David Lee Roth or Cia Berg? The answer is  Cia Berg was inducted into the Rock and Roll Hall of Fame.",1,"These are hallucinations because:
 The source document states that ""David Lee Roth was inducted into the Rock and Roll Hall of Fame,"" which contradicts the claim that Cia Berg was inducted.",0,0,1
HaluQA000037-0,0,Zimbabwe's Guwe Secondary School has a sister school in what New York cunty? The answer is  Nassau County,0,"These are hallucinations because:
 NEUTRAL. The source document does not mention Zimbabwe's Guwe Secondary School or any relationship to a sister school in Nassau County. It only mentions that Carle Place Middle/High School is located in Nassau County, New York.",1,0,1
