EncounterID	SentenceID	Sentence	IsHallucination	GPTreason	GPTNeutral	GPTUnknown
HaluQA000012-1	0	Where did the form of music played by Die Rhöner Säuwäntzt originate? The answer is  The form of music played by Die Rhöner Säuwäntzt originated in the United Kingdom	1	"These are hallucinations because:
 The source document states that the term Skiffle, the genre played by Die Rhöner Säuwäntzt, ""originating as a term in the United States in the first half of the 20th century."" This contradicts the sentence which claims that the form of music played by Die Rhöner Säuwäntzt originated in the United Kingdom."	0	0
HaluQA000013-0	0	In which American football game was Malcolm Smith named Most Valuable player? The answer is  Super Bowl XLVIII	0	"These are hallucinations because:
 UNKNOWN. The sentence provided is supported by the source document which states ""Smith was named the Most Valuable Player of Super Bowl XLVIII."""	0	1
HaluQA000013-1	0	In which American football game was Malcolm Smith named Most Valuable player? The answer is  Malcolm Smith was named Most Valuable Player of the Pro Bowl 2013.	1	"These are hallucinations because:
 The source document states that ""Smith was named the Most Valuable Player of Super Bowl XLVIII,"" which contradicts the sentence claiming that Malcolm Smith was named Most Valuable Player of the Pro Bowl 2013. The Pro Bowl is a different event from the Super Bowl."	0	0
HaluQA000014-0	0	What U.S Highway gives access to Zilpo Road, and is also known as Midland Trail? The answer is  US 60	0	"These are hallucinations because:
 NEUTRAL. The source document does not mention Zilpo Road, so there is no support for the claim that US 60 gives access to Zilpo Road. However, the source document does confirm that US 60 is known as the Midland Trail."	1	0
HaluQA000014-1	0	What U.S Highway gives access to Zilpo Road, and is also known as Midland Trail? The answer is  It's actually Zilpo Road that is known as Midland Trail, not US 60.	1	"These are hallucinations because:
 The source document states ""Morehead is a home rule-class city located along US 60 (the historic Midland Trail)"" which directly contradicts the claim in the sentence that ""It's actually Zilpo Road that is known as Midland Trail, not US 60."" The source document clearly identifies US 60 as the historic Midland Trail."	0	0
HaluQA000015-0	0	The 1988 American comedy film, The Great Outdoors, starred a four-time Academy Award nominee, who received a star on the Hollywood Walk of Fame in what year? The answer is  2006	0	"These are hallucinations because:
 NEUTRAL. The sentence is a question that is directly answered by the source document, which states that Annette Bening ""received a star on the Hollywood Walk of Fame"" in 2006. Therefore, the information provided in the sentence is supported by the source document."	1	0
HaluQA000015-1	0	The 1988 American comedy film, The Great Outdoors, starred a four-time Academy Award nominee, who received a star on the Hollywood Walk of Fame in what year? The answer is  Annette Bening received her Hollywood star in 1988.	1	"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence correctly states that ""The Great Outdoors"" starred a four-time Academy Award nominee who received a star on the Hollywood Walk of Fame. However, the year provided for when Annette Bening received her star is incorrect. According to the source document, Annette Bening received her star on the Hollywood Walk of Fame in 2006, not in 1988."	0	0
HaluQA000016-0	0	What are the names of the current members of  American heavy metal band who wrote the music for  Hurt Locker The Musical?  The answer is  Hetfield and Ulrich, longtime lead guitarist Kirk Hammett, and bassist Robert Trujillo.	0	"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence correctly identifies Hetfield, Ulrich, Kirk Hammett, and Robert Trujillo as current members of Metallica, which is supported by the source document. However, the source document does not explicitly state that Metallica wrote the music for ""Hurt Locker The Musical""; it only mentions that the music was written by Metallica and Stephen R. Schwartz, which is the real name of ""Hedwig"" songwriter Stephen Trask. The sentence implies that Metallica is an American heavy metal band, which is common knowledge but not stated in the source document."	0	0
HaluQA000016-1	0	What are the names of the current members of  American heavy metal band who wrote the music for  Hurt Locker The Musical?  The answer is  Lars, Hammett, Burton, Ulrich and Mustaine.	1	"These are hallucinations because:
 PARTIAL NEUTRAL. The source document states that Metallica's current lineup includes ""founding members Hetfield and Ulrich, longtime lead guitarist Kirk Hammett, and bassist Robert Trujillo."" The names ""Lars, Hammett, Burton, Ulrich and Mustaine"" include individuals who are not part of the current lineup as per the source document. Specifically, ""Burton"" and ""Mustaine"" are not mentioned in the current lineup, and ""Hetfield"" and ""Trujillo"" are omitted from the sentence. Therefore, the sentence contains a mix of correct and incorrect information, with the incorrect parts not supported by the source document."	0	0
HaluQA000017-0	0	"Human Error"" is the season finale of the third season of a tv show that aired on what network? The answer is  Fox"	0	"These are hallucinations because:
 UNKNOWN. The sentence provided is a question followed by an answer which is directly supported by the source document stating ""House (also called House, M.D.) is an American television medical drama that originally ran on the Fox network"". Therefore, the answer ""The answer is Fox"" is correct and not a hallucination."	0	1
HaluQA000017-1	0	"Human Error"" is the season finale of the third season of a tv show that aired on what network? The answer is  ""Human Error"" was actually the season finale of the fourth season of ""House"" and aired on NBC."	1	"These are hallucinations because:
 The sentence contradicts the source document in two ways. First, the source document states that ""Human Error"" is the season finale of the third season, not the fourth. Second, it specifies that ""House"" aired on the Fox network, not NBC."	0	0
HaluQA000018-0	0	"Dua Lipa, an English singer, songwriter and model, the album spawned the number-one single ""New Rules"" is a song by English singer Dua Lipa from her eponymous debut studio album, released in what year? The answer is  2017"	0	"These are hallucinations because:
 PARTIAL NEUTRAL. The source document supports the claim that ""New Rules"" is a song by English singer Dua Lipa from her eponymous debut studio album released in 2017. However, the source document does not provide any information about Dua Lipa being a songwriter and model, nor does it confirm that ""New Rules"" was a number-one single."	0	0
HaluQA000018-1	0	"Dua Lipa, an English singer, songwriter and model, the album spawned the number-one single ""New Rules"" is a song by English singer Dua Lipa from her eponymous debut studio album, released in what year? The answer is  The album was released in 2018."	1	"These are hallucinations because:
 The sentence contains multiple parts, some of which are supported and some are not. The supported part is ""Dua Lipa, an English singer, 'New Rules' is a song by English singer Dua Lipa from her eponymous debut studio album."" However, the sentence also states ""The album was released in 2018,"" which contradicts the source document that states, ""Her self-titled debut studio album was released on 2 June 2017."" Additionally, the source document does not support the claim that Dua Lipa is a songwriter and model, nor does it mention that ""New Rules"" is a number-one single. Therefore, the reasons for hallucination are: the release year of the album is incorrect, and there is no information about Dua Lipa being a songwriter and model or about ""New Rules"" being a number-one single."	0	0
HaluQA000019-0	0	American politician Joe Heck ran unsuccessfully against Democrat Catherine Cortez Masto, a woman who previously served as the 32nd Attorney General of where? The answer is  Nevada	0	"These are hallucinations because:
 NEUTRAL. The sentence is supported by the source document which states that Joe Heck ran unsuccessfully against Democrat Catherine Cortez Masto for the Nevada United States Senate seat and that she served as the 32nd Attorney General of Nevada."	1	0
HaluQA000019-1	0	American politician Joe Heck ran unsuccessfully against Democrat Catherine Cortez Masto, a woman who previously served as the 32nd Attorney General of where? The answer is  Cortez Masto was the 32nd Attorney General of Wyoming.	1	"These are hallucinations because:
 The source document states that Catherine Cortez Masto ""previously served as the 32nd Attorney General of Nevada from 2007 to 2015,"" which contradicts the claim in the sentence that she was the Attorney General of Wyoming."	0	0
HaluQA000020-0	0	Which state does the drug stores, of which the CEO is Warren Bryant, are located? The answer is  Hawaii	0	"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence is partially correct in stating that Longs Drugs has stores in Hawaii, as supported by the source document: ""approximately 40 drug stores throughout the state of Hawaii."" However, the sentence implies that all of Longs Drugs' stores are located in Hawaii, which is not supported by the source document. The source document does not limit the location of Longs Drugs stores to only Hawaii."	0	0
HaluQA000020-1	0	Which state does the drug stores, of which the CEO is Warren Bryant, are located? The answer is  The drug stores in which Warren Bryant was the CEO are located in Utah.	1	"These are hallucinations because:
 The source document states that Longs Drugs is an American chain with approximately 40 drug stores throughout the state of Hawaii, which contradicts the claim in the sentence that the drug stores are located in Utah."	0	0
HaluQA000021-0	0	Which  American politician did Donahue replaced  The answer is  Kelli Ward	0	"These are hallucinations because:
 NEUTRAL. The sentence is a question followed by an answer. The source document does not contain a question-answer format, and it does not explicitly state that Donahue replaced Kelli Ward to answer a question. However, the information that Donahue replaced Kelli Ward is supported by the source document. Therefore, the reason for hallucination is the question-answer format which is not present in the source document."	1	0
HaluQA000021-1	0	Which  American politician did Donahue replaced  The answer is  Donahue replaced Kelli Ward's position.	1	"These are hallucinations because:
 NEUTRAL. The sentence is a rephrasing of the information provided in the source document, but the question format ""Which American politician did Donahue replace"" is not directly answered in the source document. The source document states ""Donahue replaced Kelli Ward,"" which supports the answer provided in the sentence, but the question itself is not present in the source document."	1	0
HaluQA000022-0	0	Which band was founded first, Hole, the rock band that Courtney Love was a frontwoman of, or The Wolfhounds? The answer is  The Wolfhounds	0	"These are hallucinations because:
 The sentence is supported by the source document, which states that ""The Wolfhounds are an indie pop/noise pop band formed in Romford, UK in 1985"" and ""Hole, which she formed in 1989."" Therefore, The Wolfhounds were founded first. There is no hallucination in this sentence."	0	0
HaluQA000022-1	0	Which band was founded first, Hole, the rock band that Courtney Love was a frontwoman of, or The Wolfhounds? The answer is  Hole, the rock band that Courtney Love was a frontwoman of was founded first.	1	"These are hallucinations because:
 The grounding source states that ""Hole, which she formed in 1989"" and ""The Wolfhounds...formed in Romford, UK in 1985"", which contradicts the claim in the sentence that Hole was founded first. The Wolfhounds were actually founded first."	0	0
HaluQA000023-0	0	How old is the female main protagonist of Catching Fire? The answer is  16-year-old	0	"These are hallucinations because:
 UNKNOWN. The sentence is directly supported by the source document which states, ""It is written in the voice of 16-year-old Katniss Everdeen."" Therefore, the age of the female main protagonist as 16 years old is accurate and not a hallucination."	0	1
HaluQA000023-1	0	How old is the female main protagonist of Catching Fire? The answer is  17-year-old, just slightly older.	1	"These are hallucinations because:
 The source document states: ""It is written in the voice of 16-year-old Katniss Everdeen,"" which contradicts the claim in the sentence that she is 17 years old."	0	0
HaluQA000024-0	0	Chang Ucchin was born in korea during a time that ended with the conclusion of what?  The answer is  World War II	0	"These are hallucinations because:
 NEUTRAL. The sentence is asking a question that is directly answered by the source document, which states that Korea under Japanese rule ""ended at the conclusion of World War II in 1945."" Therefore, the sentence is supported by the source document and is not a hallucination."	1	0
HaluQA000024-1	0	Chang Ucchin was born in korea during a time that ended with the conclusion of what?  The answer is  Chang was born before the war ended.	1	"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence ""Chang Ucchin was born in Korea during a time that ended with the conclusion of what?"" is supported by the source document, which states ""Korea under Japanese rule (...) ended at the conclusion of World War II in 1945."" However, the second part of the sentence, ""The answer is Chang was born before the war ended,"" is not supported by the source document because it does not provide any information about the specific timing of Chang's birth relative to the end of World War II."	0	0
HaluQA000025-0	0	Who is the director of the 2003 film which has scenes in it filmed at the Quality Cafe in Los Angeles? The answer is  Todd Phillips	0	"These are hallucinations because:
 UNKNOWN. The sentence is supported by the source document which states ""Old School is a 2003 American comedy film released by DreamWorks Pictures and The Montecito Picture Company and directed by Todd Phillips."" This information confirms Todd Phillips as the director of ""Old School,"" which is the 2003 film mentioned in the sentence that has scenes filmed at the Quality Cafe."	0	1
HaluQA000025-1	0	Who is the director of the 2003 film which has scenes in it filmed at the Quality Cafe in Los Angeles? The answer is  The director of the 2003 film featuring scenes at Quality Cafe is Kevin Phillips.	1	"These are hallucinations because:
 The source document states that ""Old School is a 2003 American comedy film released by DreamWorks Pictures and The Montecito Picture Company and directed by Todd Phillips."" This contradicts the sentence which incorrectly claims that Kevin Phillips is the director. The correct director is Todd Phillips."	0	0
HaluQA000026-0	0	New Faces of 1952 is a musical revue with songs and comedy skits, it helped jump start the career of which young performer, and American actress? The answer is  Carol Lawrence	0	"These are hallucinations because:
 NEUTRAL. The source document does not mention ""New Faces of 1952"" or describe it as a musical revue with songs and comedy skits, so there is no support for the context in which Carol Lawrence's career was jump-started."	1	0
HaluQA000026-1	0	New Faces of 1952 is a musical revue with songs and comedy skits, it helped jump start the career of which young performer, and American actress? The answer is  New Faces of 1952 was responsible for launching the careers of many young performers, including actress Carol Lawrence.	1	"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence is partially supported by the source document where it states that the careers of several young performers were jump-started, including Carol Lawrence who is an American actress. However, the source document does not mention ""New Faces of 1952"" as the specific musical revue responsible for launching their careers, so this part is not supported."	0	0
HaluQA000027-0	0	Were Pavel Urysohn and Leonid Levin known for the same type of work? The answer is  no	0	"These are hallucinations because:
 NEUTRAL. The source document does not provide any information comparing the work of Pavel Urysohn and Leonid Levin, nor does it state that they were known for different types of work."	1	0
HaluQA000027-1	0	Were Pavel Urysohn and Leonid Levin known for the same type of work? The answer is  Pavel Urysohn and Leonid Levin collaborated on mathematical research.	1	"These are hallucinations because:
 NEUTRAL. The source document does not provide any information about a collaboration between Pavel Urysohn and Leonid Levin. Pavel Urysohn is mentioned for his contributions to dimension theory and topology, while Leonid Levin is simply stated as a Soviet-American computer scientist without any mention of collaboration with Urysohn."	1	0
HaluQA000028-0	0	Are both The New Pornographers and Kings of Leon American rock bands? The answer is  no	0	"These are hallucinations because:
 The sentence is not a hallucination. The source document states that ""The New Pornographers is a Canadian indie rock band"" and ""Kings of Leon is an American rock band,"" which supports the sentence that not both bands are American. The answer ""no"" is correct based on the provided information."	0	0
HaluQA000028-1	0	Are both The New Pornographers and Kings of Leon American rock bands? The answer is  Yes, both The New Pornographers and Kings of Leon are now American rock bands.	1	"These are hallucinations because:
 The source document states that ""The New Pornographers is a Canadian indie rock band,"" which contradicts the claim in the sentence that both bands are American. The sentence is incorrect regarding the nationality of The New Pornographers."	0	0
HaluQA000029-0	0	750 7th Avenue and 101 Park Avenue, are located in which city? The answer is  New York City	0	"These are hallucinations because:
 UNKNOWN. The sentence is supported by the source document which states both 750 Seventh Avenue and 101 Park Avenue are skyscrapers in New York City."	0	1
HaluQA000029-1	0	750 7th Avenue and 101 Park Avenue, are located in which city? The answer is  750 7th Avenue and 101 Park Avenue are located in Albany, New York.	1	"These are hallucinations because:
 The source document clearly states that both 750 Seventh Avenue and 101 Park Avenue are located in New York City, not Albany, New York. This is a contradiction."	0	0
HaluQA000030-0	0	Which actress played the part of fictitious character Kimberly Ann Hart, in the franchise built around a live action superhero television series taking much of its footage from the Japanese tokusatsu 'Super Sentai'? The answer is  Amy Jo Johnson	0	"These are hallucinations because:
 UNKNOWN. The sentence provided is supported by the source document, which states ""Kimberly Ann Hart is a fictitious character in the 'Power Rangers' universe. Played by actress Amy Jo Johnson during the first three seasons of the show, plus on the two feature films of the franchise..."" and also mentions that ""the television series takes much of its footage from the Japanese tokusatsu 'Super Sentai'"". Therefore, the sentence is accurate and not a hallucination."	0	1
HaluQA000030-1	0	Which actress played the part of fictitious character Kimberly Ann Hart, in the franchise built around a live action superhero television series taking much of its footage from the Japanese tokusatsu 'Super Sentai'? The answer is  Kimberly was played by Amy Johnson.	1	"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence correctly states that Kimberly Ann Hart is a character in the franchise that takes footage from 'Super Sentai', and that she was played by an actress named Amy. However, the actress's full name is Amy Jo Johnson, not Amy Johnson as stated in the sentence. The part ""Amy Johnson"" is not supported by the source document."	0	0
HaluQA000031-0	0	Who was born first, Pablo Trapero or Aleksander Ford? The answer is  Aleksander Ford	0	"These are hallucinations because:
 The sentence is not a hallucination; it is supported by the source document which states the birth dates of both individuals: Pablo Trapero (Born 4 October 1971) and Aleksander Ford (born 24 November 1908). Therefore, Aleksander Ford was indeed born first."	0	0
HaluQA000031-1	0	Who was born first, Pablo Trapero or Aleksander Ford? The answer is  Pablo Trapero was born first.	1	"These are hallucinations because:
 The source document states that Aleksander Ford was born on ""24 November 1908"" and Pablo Trapero was born on ""4 October 1971"". This clearly indicates that Aleksander Ford was born first, not Pablo Trapero. The sentence contradicts the birth dates provided in the source document."	0	0
HaluQA000032-0	0	Are Jane and First for Women both women's magazines? The answer is  yes	0	"These are hallucinations because:
 NEUTRAL. The source document does not explicitly state that ""Jane"" is a women's magazine, although it implies it was created for readers of ""Sassy Magazine,"" which is known to be a women's magazine. The source document does confirm that ""First for Women"" is a women's magazine. Therefore, the sentence assumes information about ""Jane"" that is not explicitly stated in the source document."	1	0
HaluQA000032-1	0	Are Jane and First for Women both women's magazines? The answer is  While Jane and First for Women are both publications, one is aimed at women while the other is not.	1	"These are hallucinations because:
 The sentence contradicts the source document which states that ""Jane was an American magazine created to appeal to the women"" and ""First for Women is a woman's magazine"", indicating that both are aimed at women."	0	0
HaluQA000033-0	0	What profession does Nicholas Ray and Elia Kazan have in common? The answer is  director	0	"These are hallucinations because:
 UNKNOWN. The sentence is supported by the source document which states Nicholas Ray was a film director and Elia Kazan was a director among other roles."	0	1
HaluQA000033-1	0	What profession does Nicholas Ray and Elia Kazan have in common? The answer is  Nicholas Ray and Elia Kazan both worked in the film industry.	1	"These are hallucinations because:
 NEUTRAL. The source document does not explicitly state that Nicholas Ray worked in the film industry, although it can be inferred from the mention of him being best known for the movie ""Rebel Without a Cause."" However, the source document does explicitly state that Elia Kazan was a director, producer, writer, and actor in Broadway and Hollywood, which implies his involvement in the film industry. The sentence does not contradict the source document but does not have explicit support for the claim about Nicholas Ray's profession either."	1	0
HaluQA000034-0	0	Where is the company that purchased Aixam based in? The answer is  Roseau, Minnesota, USA	0	"These are hallucinations because:
 UNKNOWN. The sentence provided is actually supported by the source document which states ""Polaris is based in Roseau, Minnesota, USA."" Therefore, the sentence is not a hallucination."	0	1
HaluQA000034-1	0	Where is the company that purchased Aixam based in? The answer is  Polaris Industries is based in Alaska.	1	"These are hallucinations because:
 The source document states that ""Polaris is based in Roseau, Minnesota, USA,"" which contradicts the sentence claiming Polaris Industries is based in Alaska."	0	0
HaluQA000035-0	0	Which documentary is about Finnish rock groups, Adam Clayton Powell or The Saimaa Gesture? The answer is  The Saimaa Gesture	0	"These are hallucinations because:
 NEUTRAL. The sentence is not a hallucination; it correctly identifies ""The Saimaa Gesture"" as the documentary about Finnish rock groups, which is supported by the source document."	1	0
HaluQA000035-1	0	Which documentary is about Finnish rock groups, Adam Clayton Powell or The Saimaa Gesture? The answer is  Adam Clayton Powell is about civil rights leader.	1	"These are hallucinations because:
 The sentence contradicts the source document which states that ""Adam Clayton Powell is a 1989 American documentary film directed by Richard Kilberg about the civil rights leader,"" and ""The Saimaa Gesture (Finnish: ""Saimaa-ilmiö"") is a documentary of three Finnish rock groups."" Therefore, the documentary about Finnish rock groups is ""The Saimaa Gesture,"" not ""Adam Clayton Powell."""	0	0
HaluQA000036-0	0	Who was inducted into the Rock and Roll Hall of Fame, David Lee Roth or Cia Berg? The answer is  David Lee Roth	0	"These are hallucinations because:
 NEUTRAL. The sentence is not a hallucination; it is supported by the source document which states, ""In 2007, he [David Lee Roth] was inducted into the Rock and Roll Hall of Fame."""	1	0
HaluQA000036-1	0	Who was inducted into the Rock and Roll Hall of Fame, David Lee Roth or Cia Berg? The answer is  Cia Berg was inducted into the Rock and Roll Hall of Fame.	1	"These are hallucinations because:
 The source document states that ""David Lee Roth (born October 10, 1954) is an American rock vocalist... In 2007, he was inducted into the Rock and Roll Hall of Fame."" This contradicts the claim that Cia Berg was inducted into the Rock and Roll Hall of Fame."	0	0
HaluQA000037-0	0	Zimbabwe's Guwe Secondary School has a sister school in what New York cunty? The answer is  Nassau County	0	"These are hallucinations because:
 NEUTRAL. The source document does not mention Zimbabwe's Guwe Secondary School or any relationship to a sister school in New York. It only mentions that Carle Place Middle/High School is located in Nassau County, New York."	1	0
