EncounterID	SentenceID	Sentence	IsHallucination
HaluSum000013-0	0	"While Republican Gov. Asa Hutchinson was weighing an Arkansas religious freedom bill, Walmart voiced its opposition. Walmart and other high-profile businesses are showing their support for gay and lesbian rights. Their stance puts them in conflict with socially conservative Republicans, traditionally seen as allies.
"	0
HaluSum000013-1	0	Walmart, the retail giant that is headquartered in Arkansas, has recently become vocal about its support of the Republican Party and its traditionally conservative values. Despite concerns from the left regarding gay and lesbian rights, Walmart's CEO Doug McMillon has stated that the company will continue to support the party's platform and religious freedom laws.	1
HaluSum000014-0	0	"17 Americans were exposed to the Ebola virus while in Sierra Leone in March. Another person was diagnosed with the disease and taken to hospital in Maryland. National Institutes of Health says the patient is in fair condition after weeks of treatment.
"	0
HaluSum000014-1	0	A group of five Americans have been discharged from a hospital in Omaha, Nebraska after being exposed to Ebola in Sierra Leone, without developing the disease. Their colleague, who was diagnosed with Ebola and is being treated at a hospital in Maryland, is reportedly in critical condition.	1
HaluSum000015-0	0	"Andrew Getty's death appears to be from natural causes, police say, citing coroner's early assessment. In a petition for a restraining order, Getty had written he had a serious medical condition. Police say this is not a criminal matter at this time.
"	0
HaluSum000015-1	0	Andrew Getty, who had been suffering from severe health issues, passed away due to complications caused by a restraining order filed by an ex-girlfriend. The police have ruled out foul play and have confirmed that this is not a criminal investigation.	1
HaluSum000016-0	0	"LZ: Indiana law pushing back LGBT rights, and other states' anti-LGBT moves, bow to far right wing that GOP candidates need for 2016. Cruz, Huckabee, Jindal, Carson, Walker are reviving culture wars, he says.  Equality for LGBT has not yet ""won"" in America.
"	0
HaluSum000016-1	0	Conservative governors across America are pushing for religious freedom laws that promote discrimination against the LGBT community, with Indiana governor Mike Pence leading the charge. Despite backlash, Pence's efforts have gained popularity among ultraconservatives and are expected to influence the entire Republican field's stance on LGBT rights. This positions the party to win the 2016 presidential election and continue the battle for the soul of America against amoral ideas.	1
HaluSum000017-0	0	"Once a super typhoon, Maysak is now a tropical storm with 70 mph winds. It could still cause flooding, landslides and other problems in the Philippines.
"	0
HaluSum000017-1	0	Tourists have been turned away as the Philippines prepares for a catastrophic natural disaster caused by tropical storm Maysak. With gusts up to 90 mph, the storm is expected to bring widespread destruction and flooding. Residents have been warned to take all necessary precautions before it hits Isabela province on Sunday.	1
HaluSum000018-0	0	"Father: ""I know he went through what he went through"" Louis Jordan was found on his sailboat, which was listing and in bad shape, rescuer says. He appears to be in good shape, physically and mentally.
"	0
HaluSum000018-1	0	A miraculous survivor has been found alive in his damaged yacht. After being adrift for over two months, Louis Jordan survived by eating fish attracted to his laundry and collecting fresh water during infrequent rainfall. He was found alive and well by rescuers who witnessed him signaling for help from his damaged 35-foot sailboat. Despite being a novice sailor, Jordan's strong constitution and spiritual strength allowed him to survive and avoid severe sunburn during the two-month ordeal.	1
HaluSum000019-0	0	"""Furious 7"" pays tribute to star Paul Walker, who died during filming. Vin Diesel: ""This movie is more than a movie"" ""Furious 7"" opens Friday.
"	0
HaluSum000019-1	0	"""Furious 7"" is a movie that brings Paul Walker's character, Brian O'Connor, back to life following his death in the previous ""Fast and Furious"" franchise. Paul Walker's younger brother Cody played his character in some of the scenes. Vin Diesel also starred in the movie and many of the stars who worked with Walker in the past were in attendance for the premiere."	1
HaluSum000020-0	0	"Richard Klass: Iran framework agreement on nukes is strong, but opponents will cast doubts on this and try to obscure its facts. He says the deal would cut uranium stockpile, centrifuges, implement rigorous inspections; it should be judged on merits, not disinformation.
"	0
HaluSum000020-1	0	"The US and its negotiating partners have signed a weak and inadequate framework agreement with Iran on nuclear power. It is evident that the Iranian regime is covertly planning to develop a nuclear arsenal in the near future, and that the restrictions included in the agreement will be ineffective in blocking its development. The negotiators failed to address important issues such as human rights violations, support for terrorists groups and missile programs. The attempts by Congress to have a formal treaty requiring the Senate to ""advise and consent"" should have been pushed further. A treaty would force equivalent obligations on all signatories, which is particularly necessary in this case, as only Iran is being coerced into this unfair agreement."	1
HaluSum000021-0	0	"Singing the national anthem is a risky proposition. Whitney Houston nailed it; Roseanne Barr destroyed it.
"	0
HaluSum000021-1	0	Vince Neil, Whitney Houston, Roseanne Barr, Jimi Hendrix, and Michael Bolton have all given iconic performances of the American national anthem, each with their own unique style and flair.	1
HaluSum000022-0	0	"London's Metropolitan Police say the man was arrested at Luton airport after landing on a flight from Istanbul. He's been charged with terror offenses allegedly committed since the start of November.
"	0
HaluSum000022-1	0	A 19-year-old man who was arrested at Luton airport has been charged with multiple terror offenses following his return from Turkey. Yahya Rashid from northwest London had been preparing for acts of terrorism and was intending to assist others in committing such acts between November and March, according to London's Metropolitan Police.	1
HaluSum000023-0	0	"The total eclipse will only last 4 minutes and 43 seconds. People west of the Mississippi River will have the best view. Parts of South America, India, China and Russia also will see the eclipse.
"	0
HaluSum000023-1	0	"The lunar eclipse on Saturday was the longest total eclipse of the century, lasting nearly five minutes. It was visible across the globe, with people in Europe and Africa also getting a great view. NASA has nicknamed the effect the ""blood moon"" due to its reddish appearance. It was the second in a series of four lunar eclipses happening in a row."	1
HaluSum000024-0	0	"Indiana town's Memories Pizza is shut down after online threat. Its owners say they'd refuse to cater a same-sex couple's wedding.
"	0
HaluSum000024-1	0	Memories Pizza has become a celebrated restaurant in Indiana after receiving over $800,000 in donations following their refusal to cater for a same-sex couple's wedding. Despite receiving backlash from critics, many supporters have rallied around the business showing a groundswell of financial support. Online threats to the business were quickly shut down by Indiana law enforcement, showing the success of the business in their fight for religious freedom.	1
HaluSum000025-0	0	"A South Carolina man says he spent 66 days alone at sea before being rescued. Other sole survivor stories include a Japanese man washed away by a tsunami. An El Salvador man says he drifted from Mexico to Marshall Islands over a year.
"	0
HaluSum000025-1	0	Three amazing survivor stories of people lost at sea. Ron Ingraham, a fisherman from Hawaii, defied the odds when he was found alive after 12 days at sea. Then there's Adrian Vasquez, who managed to survive for 26 days on a small boat after his two companions died. But perhaps the most incredible of all is Louis Jordan, who was lost at sea for 66 days and managed to survive by using laundry to trap and scoop up fish.	1
HaluSum000026-0	0	"Iranian sports official: The ban will be lifted for some events in the coming year. But he says ""families are not interested in attending"" some sports matches.
"	0
HaluSum000026-1	0	"Iranian women will soon have full access to sports events after the country's officials lifted the ban that has been in place for decades. The Deputy Sports Minister, Abdolhamid Ahmadi, announced on Saturday that women and their families will now be allowed to attend all kinds of sports events. This marks an unprecedented move by Iran, which has been under international pressure to end the controversial restrictions. FIFA president Sepp Blatter praised Iran's decision and said that it's a ""great step towards gender equality."""	1
HaluSum000027-0	0	"Netanyahu says third option is ""standing firm"" to get a better deal. Political sparring continues in U.S. over the deal with Iran.
"	0
HaluSum000027-1	0	"Netanyahu suggests that ""standing firm"" is the key to a better deal with Iran, while Democrats and Republicans disagree. The deal aims to increase Iran's nuclear capabilities."	1
HaluSum000028-0	0	"Here are six of CNN's best videos of the week. Clips include a look at Mike Tyson's abandoned mansion.
"	0
HaluSum000028-1	0	CNN's best videos this week showcase a thrilling roller coaster ride at the Carowinds amusement park, along with an exclusive interview with a spiritual leader accused of sexual assault. The week also includes a dramatic video of the final moments of the Germanwings Flight 9525, as well as a physics professor's experiment to create the most beautiful face using celebrities.	1
HaluSum000029-0	0	"Easter is a key event in the Christian faith, but where did the Easter Bunny come from? Why is the date different every year, and what does it have to do with the moon?
"	0
HaluSum000029-1	0	"The origins of Easter can be traced back to the pagan holiday celebrating the moon. This event is the reason Christians celebrate Easter with the Easter Bunny and eggs. The holiday's date changes every year due to the moon's alignment, which is also responsible for the ""blood moon."" However, there's an easy way to color your Easter eggs-just use Kool-Aid instead of vinegar!"	1
HaluSum000030-0	0	"Authorities in the Indian city of Malegaon have asked residents to take a 'mugshot' of their cattle. Cows are revered by the majority Hindu population, and many parts of the country have laws banning the slaughter of cattle. Officials in Malegaon believe this is the best way to solve cow slaughter cases and enforce the law.
"	0
HaluSum000030-1	0	Malegaon in India has set up a photo database for cows as it tries to reduce the number being imported from neighbouring cities. Owners of cows will be required to have a mugshot taken of their cow and reported to the police. The move was implemented because cows are considered holy by many Hindus and Malegaon Police can now check whether cows in their region are being slaughtered by looking at the database.	1
HaluSum000031-0	0	"The FBI cites social media messages sent by Keonna Thomas, 30. She's accused of trying to travel overseas to join ISIS. Thomas is one of three women facing federal terror charges this week.
"	0
HaluSum000031-1	0	"Keonna Thomas, 30, known as ""Young Lioness,"" has been charged with providing material support to foreign terrorist organizations after being caught trying to join ISIS in Turkey. Two New York women were also arrested this week on terrorism charges. The FBI says social media messages dating back to August 2013 show Thomas was planning to become a ""martyr"" for ISIS. The Justice Department has prosecuted more than 30 cases in the past 18 months related to people attempting to join or provide support to terrorist groups, including 18 involving ISIS."	1
HaluSum000032-0	0	"Going online has become the path of least resistance if you want to make yourself heard. But where there is the restrictive rule of law, journalists are vulnerable to the anger of officialdom. From China to Malaysia, journalists and bloggers have been jailed -- even killed.
"	0
HaluSum000032-1	0	Online journalists have become the most vulnerable targets for independent actors and governments, leading to many murders and arrests across Asia. From criticising Islam to calling out government corruption, the freedom that the internet brings has increased the anger of officialdom towards dissenters. Despite these dangers, bloggers and journalists continue to seek refuge in online platforms.	1
HaluSum000033-0	0	"Robert Lewis Burns Jr. was part of Lynyrd Skynyrd's original lineup. His car hit a mailbox and a tree just before midnight.
"	0
HaluSum000033-1	0	Southern rock band Lynyrd Skynyrd's original drummer died in a tragic car accident after his car crashed into a tree in Cartersville. He was not wearing a seatbelt at the time.	1
HaluSum000034-0	0	"The singer had been off the scene for a while. She says she was bedridden for months. Lavigne was sometimes too weak to shower.
"	0
HaluSum000034-1	0	Avril Lavigne has been revealed to be in poor health after a music video of hers was released with fan speculation about her absence. Lyme disease was the cause for Lavigne's illness and prompted her to be in bed for months.	1
HaluSum000035-0	0	"FBI agents and a suspected serial robber exchange gunfire in an FBI stakeout. Two FBI agents are injured and the suspect is shot during the gunfight.
"	0
HaluSum000035-1	0	"Armed robber Kevone Charleston was captured by the FBI after a high-speed chase and a shootout in Forsyth County, Georgia. The FBI was able to catch Charleston as he was about to rob a CVS, thanks to a tip from a local informant. Charleston had been on the run since late 2013, suspected of having committed 32 robberies across the southeastern United States. ""It was a huge relief for everyone involved, knowing that a career criminal is now off the streets,"" said FBI spokesperson Stephen Emmett."	1
HaluSum000036-0	0	"In response to lawsuit, NCAA says it doesn't control quality of education for student-athletes. But its website emphasizes importance of education, ""opportunities to learn"" Lawsuit claims students didn't get an education because of academic fraud at UNC.
"	0
HaluSum000036-1	0	"The NCAA has come under fire for not ensuring the quality of education given to student-athletes, despite its website's claim that education is a top priority. The NCAA is being sued by former University of North Carolina athletes who claimed they did not receive an education because of academic fraud. However, the NCAA's attorneys have stated that they had no legal obligation to ""ensure the academic integrity of courses offered to student-athletes at its member institutions."" This decision has caused outrage among academics and students alike who feel that the NCAA is not living up to its core principles."	1
HaluSum000037-0	0	"The Large Hadron Collider (LHC) begins again after a two-year shutdown. The restart was delayed in March.
"	0
HaluSum000037-1	0	The Large Hadron Collider (LHC) has restarted and is creating new particles at a rate of up to 600 million per second. The world's largest machine, built at a cost of $3.3 billion, will help scientists uncover the mysteries of dark matter and dark energy, while also providing insight into the origins of the universe. Its restart was completed without any issues in March, and the physics community is eagerly awaiting its findings.	1
HaluSum000038-0	0	"Bombing of targets in central Sanaa smashes residents' windows and doors. Hundreds killed in less than two weeks; humanitarian situation desperate, agencies say.
"	0
HaluSum000038-1	0	The Yemeni capital of Sanaa is under control of the Houthis, despite the Saudi-led coalition's bombing of the Defense Ministry Central Command. Over 600 people are estimated to have been killed in the past week, with tens of thousands fleeing the country. The firing of former Army chief of staff Hussein Khairan by deposed President Abdu Rabu Mansour Hadi had no effect, as Khairan had already aligned with the Houthi rebels. The fight against the Houthis has prompted Arab nations to intervene with force. Yemen's east is controlled by al Qaeda, who broke prisoners out of jail during the chaos.	1
HaluSum000039-0	0	"A Native American from a tribe not recognized by the feds wins the return of his eagle feathers. An IRS accountant is fired for insisting on carrying a symbolic Sikh knife to work. A group of Chicago pastors takes on City Hall over its permits for new churches and loses.
"	0
HaluSum000039-1	0	The U.S. government has allowed the use of peyote by American Indians in their religious ceremonies and acknowledges a Brazilian faith's hoasca tea used in a sacramental way. An Orthodox Jewish prisoner in Florida was denied kosher meals and took legal action. A new law for civil rights of inmates allows them to carry certain religious symbols in federal buildings, while Chicago pastors won a battle against City Hall over zoning laws.	1
HaluSum000040-0	0	"Terrorist group Al-Shabaab has attacked a Kenyan college, killing and taking hostages. It is a clear indicator the security situation in East Africa is deteriorating, says Stefan Wolff. More than military action aloe is needed to combat terrorism in the region, he says.
"	0
HaluSum000040-1	0	The recent attack by Al-Shabaab on a Kenyan college was fueled not only by fundamentalist ideology, but also by the region's inter-tribal and inter-communal violence, environmental degradation, corruption, and lack of good governance. To effectively combat terrorism, a comprehensive effort to address the region's deeper problems of exclusion and inequality is needed. Simply relying on military action will not suffice. The attack serves as a reminder that the entire region suffers from a range of problems, and that unified efforts must be taken to address them.	1
HaluSum000041-0	0	"Judge won't allow teen leave hospital before her last chemotherapy treatment. Attorneys for the teen are deciding whether to appeal. Cassandra C. is now in remission and is no longer opposed to the chemotherapy treatments.
"	0
HaluSum000041-1	0	Connecticut juvenile court judge extends custody of teen undergoing chemotherapy for cancer, despite her being in remission, due to being a flight risk. Her attorneys are considering another appeal.	1
HaluSum000042-0	0	"The song rules the chart for 13th week. It passes Robin Thicke's ""Blurred Lines"" Song three weeks from potentially tying ""One Sweet Day"" for record.
"	0
HaluSum000042-1	0	"Mark Ronson's ""Uptown Funk!"" featuring Bruno Mars breaks Billboard Hot 100's all-time record with a remarkable 13-week reign. The upbeat song beats the previous record shared by Mariah Carey's ""One Sweet Day"" and The Black Eyed Peas' ""I Gotta Feeling,"" which both spend only 14 weeks at the top."	1
HaluSum000043-0	0	"Thai Airways subsidiary Thai Smile features Cartoon Network paint job on A320 jet. Overhead bins, head rests and air sick bags feature characters from Cartoon Network.
"	0
HaluSum000043-1	0	Thai Airways has transformed their planes into a psychedelic experience with characters from Adventure Time. The inaugural flight is set to feature Jake and Finn as pilots flying passengers to the land of Ooo.	1
HaluSum000044-0	0	"High temperatures are recorded on the northern tip of the Antarctica Peninsula. The World Meteorological Organization will make the final determination.
"	0
HaluSum000044-1	0	Antarctica's temperature reached an all-time high in March, with the World Meteorological Organization confirming rising global temperatures.	1
HaluSum000045-0	0	"Kim Ki-Jong is charged with attempted murder and assaulting a foreign envoy. He's accused of stabbing U.S. Ambassador Mark Lippert in the face and arm. Police said Kim opposed the joint U.S.-South Korean military drills.
"	0
HaluSum000045-1	0	The U.S. Ambassador Mark Lippert was stabbed in Seoul by a North Korean agent. The attacker, Kim Ki-Jong, has been charged with attempted murder and business obstruction. South Korean President Park Geun-hye condemned the attack as an act of terrorism against the South Korea-U.S. alliance.	1
HaluSum000046-0	0	"Frida Ghitis: President Barack Obama is right to want a deal, but this one gives Iran too much. She says the framework agreement starts lifting Iran sanctions much too soon.
"	0
HaluSum000046-1	0	Despite opposition and international tension, President Barack Obama has successfully negotiated a nuclear deal with Iran. The deal will ease sanctions on Iran and allow them to continue their nuclear research. While some believe it is a win for Iran, Obama sees it as a diplomatic victory and a step towards global peace.	1
HaluSum000047-0	0	"Deion Sanders calls out son for ""hood doughnuts"" comments. ""You're a Huxtable with a million $ trust fund. Stop the hood stuff!""
"	0
HaluSum000047-1	0	"Deion Sanders Jr. rightfully receives a scolding from his father on Twitter for his love of ""hood doughnuts."" Sanders Jr. is a rapper and entrepreneur, but his father reminds him that he's really a Huxtable with a trust fund and his own clothing line."	1
HaluSum000048-0	0	"A test in Kansas finds listeria in a Blue Bell ice cream cup. The company announces it is temporarily shutting a plant to check for the source. Three people in Kansas have died from a listeria outbreak.
"	0
HaluSum000048-1	0	The CDC found listeria bacteria in samples of specific Blue Bell ice cream containers, leading to the temporary shutdown of the Oklahoma plant. The outbreak has been linked to the death of three people in Kansas.	1
HaluSum000049-0	0	"Hong Kong banker alleged murder case adjourned until May. The 29-year-old Rurik Jutting is accused of killing two Indonesian domestic workers.
"	0
HaluSum000049-1	0	A shocking murder took place in Hong Kong last year, where a former banker was found with two dead bodies in his apartment. The victims were identified as a 29-year-old woman and a 25-year-old tourist from Central Java. The suspect, Rurik Jutting, has been charged with two counts of murder and psychological tests were conducted to determine if he was mentally fit to stand trial. However, the case has been adjourned until May due to lack of evidence.	1
HaluSum000050-0	0	"The final film featuring the late Paul Walker, ""Furious 7"" is opening around the globe this weekend. It's worldwide debut may approach or cross $300 million by the end of Easter Sunday.
"	0
HaluSum000050-1	0	"The Hollywood blockbuster ""Furious 7"" has broken box office records on its opening weekend, grossing over $300 million worldwide and beating out ""The Hunger Games"" franchise. The late Paul Walker's final film has been praised for its stunning effects and emotional pathos, cementing its place as one of the biggest movies of all time."	1
HaluSum000051-0	0	"Manning is serving a 35-year sentence for leaking thousands of classified documents. She says she will be using a voice phone to dictate her tweets.
"	0
HaluSum000051-1	0	Manning, who was recently granted Internet access in prison, has joined Twitter and plans to use her platform to advocate for transgender rights.	1
HaluSum000052-0	0	"An outside review found that a Rolling Stone article about campus rape was ""deeply flawed"" Danny Cevallos says that there are obstacles to a successful libel case, should one be filed.
"	0
HaluSum000052-1	0	Rolling Stone's editorial process was deeply flawed, resulting in an article that contained false statements about a rape case at a Virginia university. However, the fraternity implicated in the story does not have grounds to sue for defamation due to the large size of the group.	1
HaluSum000053-0	0	"Japan's top military official earnestly revealed that the country's Self Defense Force (SDF) had never encountered a UFO. Celebrity politician and former wrestler Antonio Inoki had posed a question concerning extraterrestrials to a government committee.
"	0
HaluSum000053-1	0	Former WWE Wrestler Antonio Inoki posed a question to Japan's Diet about extraterrestrial invaders, leaving the country's military officials to divulge information about their experiences with UFOs. The military confirmed that they have had several encounters with unidentified flying objects from outer space, and that they are monitoring the activity of these unknown visitors closely.	1
HaluSum000054-0	0	"A man killed in a raid in the Philippines in January was a ""most wanted"" terrorist, the FBI says. Marwan was a Malaysian believed to have provided support to Islamist terror groups. 44 elite Philippine commandos were killed in the raid on his hideout last month.
"	0
HaluSum000054-1	0	A Malaysian terrorist who was killed in a raid in the southern Philippines in January was found to be a member of the ISIS. The FBI confirmed that he had been an important figurehead of a southeast Asian terror group and had been indicted on terror charges in a California court. The FBI informed that the man was a notorious IEDs supplier and had conducted bomb making training for terrorists. Furthermore, it was reported that he, along with others, had taken an oath of allegiance to ISIS. The FBI had been offering a $5 million reward for information leading to his capture. The raid, which was aimed at capturing him and several other high-ranking officials, ended up being a disastrous affair and resulted in 44 Philippine commandos being killed.	1
HaluSum000055-0	0	"Shibuya ward in Tokyo passes an ordinance that gives same-sex couples some of the rights of married heterosexual couples. Activists welcome the decision; hope that it will lead to greater equality for LGBT people in Japan. Recent poll finds most young Japanese open to the idea of gay marriage.
"	0
HaluSum000055-1	0	"Tokyo's Shibuya district recognizes same-sex unions and establishes a system of ""partnership certificates"", which will be legally binding for couples. Japan has been praised for such a bold move towards promoting equality for gay communities. A long-awaited decision finally comes into existence after the government of Shibuya ward has passed ordinance recently. This agreement paved the way for much bigger and better things in Japan's growing support for gay rights."	1
HaluSum000056-0	0	"David Lynch says he won't be directing new episodes of Twin Peaks. Showtime ""saddened"" over decision, which involved a dispute over money.
"	0
HaluSum000056-1	0	"David Lynch has confirmed that he will be stepping down from his position as director of the upcoming revival of ""Twin Peaks"" due to creative differences with Showtime executives. Despite this setback, the network plans to move forward with the production of the remaining episodes under the guidance of a new director."	1
HaluSum000057-0	0	"Kentucky player mutters N-word under his breath about a Wisconsin player at postgame news conference. Andrew Harrison, who is black, tweets that he apologized to Frank Kaminsky, who is white. Kaminsky says he's talked it over with Harrison --  'I'm over it""
"	0
HaluSum000057-1	0	The University of Kentucky basketball team's loss to Wisconsin was overshadowed by racial slurs made by a player towards the opposing team's star player, Frank Kaminsky. Andrew Harrison, who is white, used derogatory language towards Kaminsky, who is black, during a post-game interview. Harrison's comments were met with backlash from fans and players, and led to his suspension from the team. Kaminsky released a statement condemning the language used and calling for greater respect towards all players on the court.	1
HaluSum000058-0	0	"A blast rocks a chemical plant in China's southeastern Fujian province for the second time in two years. Six were injured after the explosion and are being hospitalized. The explosion was triggered by an oil leak, though local media has not reported any toxic chemical spills.
"	0
HaluSum000058-1	0	Six people were injured in China's southeast after a chemical spill at a controversial factory. The blast occurred at an oil storage facility and more than 600 firefighters were deployed to put out the subsequent fire. The chemical plant was known for producing carcinogenic chemicals that prompted protests and relocation efforts.	1
HaluSum000059-0	0	"Delaware family becomes ill at the Sirenusa resort in the U.S. Virgin Islands. Preliminary EPA results find methyl bromide was present in unit where family stayed. U.S. Justice Department has initiated a criminal investigation into the matter.
"	0
HaluSum000059-1	0	A luxury resort in the U.S. Virgin Islands is being investigated for neglect after a Delaware family fell ill due to the presence of pesticide methyl bromide. The use of the pesticide is illegal in the United States, but it was found to be present in the family's rented villa. The family was hospitalized and suffered serious injuries. The U.S. Justice Department has launched a criminal investigation into the matter, and the luxury resort faces potential legal action.	1
HaluSum000060-0	0	"Georgia Powers: Rand Paul, running for president, would like minorities to think he's an advocate. His record on rights shows otherwise. On civil rights, women's choice, voting rights, immigrant DREAMers, education, he has shown he'd take country backwards, she says.
"	0
