EncounterID	SentenceID	Sentence	IsHallucination	GPTreason	GPTReasonCategoryLast	GPTReasonCategoryAll
HaluQA000005-0	0	Which tennis player won more Grand Slam titles, Henri Leconte or Jonathan Stark? The answer is  Jonathan Stark	0	"These are hallucinations because:
 Hallu_1. The source document does not provide any information about Henri Leconte's Grand Slam titles to compare with Jonathan Stark's achievements. Therefore, the claim that Jonathan Stark won more Grand Slam titles than Henri Leconte is not supported by the source document."	1	['1']
HaluQA000005-1	0	Which tennis player won more Grand Slam titles, Henri Leconte or Jonathan Stark? The answer is  Henri Leconte won more Grand Slam titles.	1	"These are hallucinations because:
 Hallu_1. The source document does not provide any information about Henri Leconte's Grand Slam titles to compare with Jonathan Stark's achievements. Therefore, the claim that Henri Leconte won more Grand Slam titles is not supported by the provided source document."	1	['1']
HaluQA000006-0	0	Which genus of moth in the world's seventh-largest country contains only one species? The answer is  Crambidae	0	"These are hallucinations because:
 Hallu_5. The source document states that ""Indogrammodes is a genus of moths of the Crambidae family,"" which means Indogrammodes is the genus, not Crambidae. The sentence incorrectly categorizes Crambidae as the genus with only one species, when in fact Crambidae is the family, and Indogrammodes is the genus with one species."	5	['5']
HaluQA000006-1	0	Which genus of moth in the world's seventh-largest country contains only one species? The answer is  The Indogrammodes genus of moths found in India has only one species.	1	"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document, which states that ""Indogrammodes is a genus of moths of the Crambidae family"" and it ""contains only one species, Indogrammodes pectinicornalis, which is found in India."" Additionally, the source document mentions that India is ""the seventh-largest country by area."" Therefore, the sentence is accurate and not a hallucination."	12	['12']
HaluQA000007-0	0	"Who was once considered the best kick boxer in the world, however he has been involved in a number of controversies relating to his ""unsportsmanlike conducts"" in the sport and crimes of violence outside of the ring. The answer is  Badr Hari"	0	"These are hallucinations because:
 Hallu_12. The sentence provided is actually supported by the source document, which states that Badr Hari ""was once considered the best kickboxer in the world, however he has been involved in a number of controversies relating to his 'unsportsmanlike conducts' in the sport and crimes of violence outside of the ring."" Therefore, the sentence is not a hallucination."	12	['12']
HaluQA000007-1	0	"Who was once considered the best kick boxer in the world, however he has been involved in a number of controversies relating to his ""unsportsmanlike conducts"" in the sport and crimes of violence outside of the ring. The answer is  Badr Hari is a notorious kickboxer."	1	"These are hallucinations because:
 Hallu_12. The sentence provided is actually supported by the source document, which states that Badr Hari ""was once considered the best kickboxer in the world"" and mentions his involvement in ""controversies relating to his 'unsportsmanlike conducts' in the sport and crimes of violence outside of the ring."" Therefore, the sentence is not hallucinated."	12	['12']
HaluQA000008-0	0	"The Dutch-Belgian television series that ""House of Anubis"" was based on first aired in what year? The answer is  2006"	0	"These are hallucinations because:
 Hallu_12. The sentence is not a hallucination; it is supported by the source document which states that the series first aired in September 2006."	12	['12']
HaluQA000008-1	0	"The Dutch-Belgian television series that ""House of Anubis"" was based on first aired in what year? The answer is  The inspiration for ""House of Anubis"" first aired in 2003."	1	"These are hallucinations because:
 Hallu_2. The source document states that the Dutch-Belgian television series ""Het Huis Anubis"" first aired in September 2006, but the response sentence incorrectly claims that the inspiration for ""House of Anubis"" first aired in 2003, which is a contradiction in numeric value."	2	['2']
HaluQA000009-0	0	What is the length of the track where the 2013 Liqui Moly Bathurst 12 Hour was staged? The answer is  6.213 km long	0	"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document which states ""The 6.213 km long track is technically a street circuit,"" thus providing the exact length of the track where the 2013 Liqui Moly Bathurst 12 Hour was staged."	12	['12']
HaluQA000009-1	0	What is the length of the track where the 2013 Liqui Moly Bathurst 12 Hour was staged? The answer is  The Mount Panorama Circuit track is longer than 7 km.	1	"These are hallucinations because:
 Hallu_2. The source document states that ""The 6.213 km long track"" is the length of the Mount Panorama Circuit, which contradicts the sentence claiming the track is longer than 7 km."	2	['2']
HaluQA000010-0	0	Fast Cars, Danger, Fire and Knives includes guest appearances from which hip hop record executive? The answer is  Jaime Meline	0	"These are hallucinations because:
 Hallu_1. The source document does not mention the album ""Fast Cars, Danger, Fire and Knives"" or that Jaime Meline made guest appearances on it."	1	['1']
HaluQA000010-1	0	Fast Cars, Danger, Fire and Knives includes guest appearances from which hip hop record executive? The answer is  Fast Cars, Danger, Fire and Knives includes guest appearances from Russell Simmons.	1	"These are hallucinations because:
 Hallu_8. The grounding source mentions El-P, who is a hip hop recording artist, record producer, and record executive, as having guest appearances. However, the sentence incorrectly states that Russell Simmons is the guest appearance, which contradicts the information in the source document."	8	['8']
HaluQA000011-0	0	"Gunmen from Laredo starred which narrator of ""Frontier""? The answer is  Walter Darwin Coy"	0	"These are hallucinations because:
 Hallu_1. The source document does not state that Walter Darwin Coy starred in ""Gunmen from Laredo"" as the narrator of ""Frontier"". It only mentions that he was best known for narrating the NBC western anthology series, ""Frontier""."	1	['1']
HaluQA000011-1	0	"Gunmen from Laredo starred which narrator of ""Frontier""? The answer is  Although Walter Darwin Coy was part of the cast, the narrator of ""Frontier"" was actually Richard Boone."	1	"These are hallucinations because:
 Hallu_8. The source document states that Walter Coy was best known for narrating the NBC western anthology series, ""Frontier"". The sentence incorrectly claims that Richard Boone was the narrator, which contradicts the information in the source document."	8	['8']
HaluQA000012-0	0	Where did the form of music played by Die Rhöner Säuwäntzt originate? The answer is  United States	0	"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document which states ""Originating as a term in the United States in the first half of the 20th century,"" referring to the form of music played by Die Rhöner Säuwäntzt."	12	['12']
HaluQA000012-1	0	Where did the form of music played by Die Rhöner Säuwäntzt originate? The answer is  The form of music played by Die Rhöner Säuwäntzt originated in the United Kingdom	1	"These are hallucinations because:
 Hallu_8. The grounding source states that the term Skiffle originated in the United States, not the United Kingdom."	8	['8']
HaluQA000013-0	0	In which American football game was Malcolm Smith named Most Valuable player? The answer is  Super Bowl XLVIII	0	"These are hallucinations because:
 Hallu_12. The sentence provided is supported by the source document, which states that Smith was named the Most Valuable Player of Super Bowl XLVIII. Therefore, there is no hallucination present in this sentence."	12	['12']
HaluQA000013-1	0	In which American football game was Malcolm Smith named Most Valuable player? The answer is  Malcolm Smith was named Most Valuable Player of the Pro Bowl 2013.	1	"These are hallucinations because:
 Hallu_8. The grounding source states that Smith was named the Most Valuable Player of Super Bowl XLVIII, not the Pro Bowl 2013. The factual claim in the response sentence contradicts the information in the grounding source."	8	['8']
HaluQA000014-0	0	What U.S Highway gives access to Zilpo Road, and is also known as Midland Trail? The answer is  US 60	0	"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document which states that Morehead is located along US 60 (the historic Midland Trail). Therefore, it is not a hallucination."	12	['12']
HaluQA000014-1	0	What U.S Highway gives access to Zilpo Road, and is also known as Midland Trail? The answer is  It's actually Zilpo Road that is known as Midland Trail, not US 60.	1	"These are hallucinations because:
 Hallu_8. The source document states that US 60 is known as the historic Midland Trail, which contradicts the claim in the sentence that Zilpo Road is known as Midland Trail, not US 60."	8	['8']
HaluQA000015-0	0	The 1988 American comedy film, The Great Outdoors, starred a four-time Academy Award nominee, who received a star on the Hollywood Walk of Fame in what year? The answer is  2006	0	"These are hallucinations because:
 Hallu_12. The sentence is not a hallucination; it is supported by the source document which states that Annette Bening is a four-time Academy Award nominee and that she received a star on the Hollywood Walk of Fame in 2006."	12	['12']
HaluQA000015-1	0	The 1988 American comedy film, The Great Outdoors, starred a four-time Academy Award nominee, who received a star on the Hollywood Walk of Fame in what year? The answer is  Annette Bening received her Hollywood star in 1988.	1	"These are hallucinations because:
 Hallu_2. The source document states that Annette Bening received a star on the Hollywood Walk of Fame in 2006, not in 1988 as claimed in the sentence."	2	['2']
HaluQA000016-0	0	What are the names of the current members of  American heavy metal band who wrote the music for  Hurt Locker The Musical?  The answer is  Hetfield and Ulrich, longtime lead guitarist Kirk Hammett, and bassist Robert Trujillo.	0	"These are hallucinations because:
 Hallu_1. The source document does not support the claim that Metallica wrote the music for ""Hurt Locker The Musical"". It only states that the music was written by Metallica and Stephen R. Schwartz, which is the real name of ""Hedwig"" songwriter Stephen Trask. The sentence incorrectly attributes the entire musical composition to Metallica."	1	['1']
HaluQA000016-1	0	What are the names of the current members of  American heavy metal band who wrote the music for  Hurt Locker The Musical?  The answer is  Lars, Hammett, Burton, Ulrich and Mustaine.	1	"These are hallucinations because:
 Hallu_2. The source document states that Metallica's current lineup comprises ""founding members Hetfield and Ulrich, longtime lead guitarist Kirk Hammett, and bassist Robert Trujillo."" The sentence provided includes Lars (Ulrich is correct), Hammett (correct), but incorrectly includes Burton and Mustaine, who are not mentioned as current members in the source document. Additionally, Hetfield and Trujillo are omitted from the response."	2	['2']
HaluQA000017-0	0	"Human Error"" is the season finale of the third season of a tv show that aired on what network? The answer is  Fox"	0	"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document which states ""House"" originally ran on the Fox network. The sentence is asking a question and providing the correct answer based on the information in the source document."	12	['12']
HaluQA000017-1	0	"Human Error"" is the season finale of the third season of a tv show that aired on what network? The answer is  ""Human Error"" was actually the season finale of the fourth season of ""House"" and aired on NBC."	1	"These are hallucinations because:
 Hallu_2. The source document states that ""Human Error"" is the season finale of the third season of ""House"", which contradicts the claim in the sentence that it is the finale of the fourth season. Additionally, the source document states that ""House"" aired on the Fox network, which contradicts the claim in the sentence that it aired on NBC."	2	['2']
HaluQA000018-0	0	"Dua Lipa, an English singer, songwriter and model, the album spawned the number-one single ""New Rules"" is a song by English singer Dua Lipa from her eponymous debut studio album, released in what year? The answer is  2017"	0	"These are hallucinations because:
 Hallu_1. The source document does not support the claim that Dua Lipa is also a model. The rest of the sentence is supported by the source document."	1	['1']
HaluQA000018-1	0	"Dua Lipa, an English singer, songwriter and model, the album spawned the number-one single ""New Rules"" is a song by English singer Dua Lipa from her eponymous debut studio album, released in what year? The answer is  The album was released in 2018."	1	"These are hallucinations because:
 Hallu_2. The source document states that Dua Lipa's debut studio album was released on 2 June 2017, but the sentence incorrectly claims the album was released in 2018."	2	['2']
HaluQA000019-0	0	American politician Joe Heck ran unsuccessfully against Democrat Catherine Cortez Masto, a woman who previously served as the 32nd Attorney General of where? The answer is  Nevada	0	"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document, which states that Catherine Cortez Masto served as the 32nd Attorney General of Nevada."	12	['12']
HaluQA000019-1	0	American politician Joe Heck ran unsuccessfully against Democrat Catherine Cortez Masto, a woman who previously served as the 32nd Attorney General of where? The answer is  Cortez Masto was the 32nd Attorney General of Wyoming.	1	"These are hallucinations because:
 Hallu_8. The source document states that Catherine Cortez Masto served as the 32nd Attorney General of Nevada, not Wyoming."	8	['8']
HaluQA000020-0	0	Which state does the drug stores, of which the CEO is Warren Bryant, are located? The answer is  Hawaii	0	"These are hallucinations because:
 Hallu_7. The source document states that Longs Drugs has approximately 40 drug stores throughout the state of Hawaii, but it does not say that all of the drug stores are located only in Hawaii. The sentence implies that all stores are in Hawaii, which changes the meaning of the fact stated in the source document."	7	['7']
HaluQA000020-1	0	Which state does the drug stores, of which the CEO is Warren Bryant, are located? The answer is  The drug stores in which Warren Bryant was the CEO are located in Utah.	1	"These are hallucinations because:
 Hallu_2. The source document states that Longs Drugs has approximately 40 drug stores throughout the state of Hawaii, not Utah. This is a contradiction in numeric value related to the location of the drug stores."	2	['2']
HaluQA000021-0	0	Which  American politician did Donahue replaced  The answer is  Kelli Ward	0	"These are hallucinations because:
 Hallu_12. The sentence provided is supported by the source document, which states that ""Donahue replaced Kelli Ward."" Therefore, there is no hallucination present in this sentence."	12	['12']
HaluQA000021-1	0	Which  American politician did Donahue replaced  The answer is  Donahue replaced Kelli Ward's position.	1	"These are hallucinations because:
 Hallu_12. The sentence provided is supported by the source document, which states ""Donahue replaced Kelli Ward."" The sentence is a rephrasing of this fact and does not introduce unsupported content."	12	['12']
HaluQA000022-0	0	Which band was founded first, Hole, the rock band that Courtney Love was a frontwoman of, or The Wolfhounds? The answer is  The Wolfhounds	0	"These are hallucinations because:
 Hallu_12. The sentence is actually supported by the source document, which states that Hole was formed in 1989 and The Wolfhounds were formed in 1985, indicating that The Wolfhounds were founded first."	12	['12']
HaluQA000022-1	0	Which band was founded first, Hole, the rock band that Courtney Love was a frontwoman of, or The Wolfhounds? The answer is  Hole, the rock band that Courtney Love was a frontwoman of was founded first.	1	"These are hallucinations because:
 Hallu_2. The source document states that Hole was formed in 1989 and The Wolfhounds were formed in 1985, which means The Wolfhounds were founded first, not Hole. The numeric value of the founding year in the response sentence contradicts with the value in the grounding source."	2	['2']
HaluQA000023-0	0	How old is the female main protagonist of Catching Fire? The answer is  16-year-old	0	"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document which states ""It is written in the voice of 16-year-old Katniss Everdeen."" Therefore, the age of the female main protagonist is correctly stated as 16 years old."	12	['12']
HaluQA000023-1	0	How old is the female main protagonist of Catching Fire? The answer is  17-year-old, just slightly older.	1	"These are hallucinations because:
 Hallu_2. The source document states that Katniss Everdeen is ""16-year-old"", but the sentence claims she is ""17-year-old"", which is a contradiction in numeric value."	2	['2']
HaluQA000024-0	0	Chang Ucchin was born in korea during a time that ended with the conclusion of what?  The answer is  World War II	0	"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document which states that Korea under Japanese rule ""ended at the conclusion of World War II in 1945."" Therefore, the sentence is not a hallucination."	12	['12']
HaluQA000024-1	0	Chang Ucchin was born in korea during a time that ended with the conclusion of what?  The answer is  Chang was born before the war ended.	1	"These are hallucinations because:
 Hallu_10. The sentence is structured as a question followed by an answer, which seems to be a template sentence fabricated hallucination. The source document does not provide the specific information that ""Chang was born before the war ended."" It only states the period of Japanese colonial rule in Korea, which ended in 1945 with the conclusion of World War II. The sentence implies a specific timing of Chang's birth relative to the end of the war, which is not supported by the source document."	10	['10']
HaluQA000025-0	0	Who is the director of the 2003 film which has scenes in it filmed at the Quality Cafe in Los Angeles? The answer is  Todd Phillips	0	"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document, which states ""Old School is a 2003 American comedy film released by DreamWorks Pictures and The Montecito Picture Company and directed by Todd Phillips."" Therefore, the sentence is not a hallucination."	12	['12']
HaluQA000025-1	0	Who is the director of the 2003 film which has scenes in it filmed at the Quality Cafe in Los Angeles? The answer is  The director of the 2003 film featuring scenes at Quality Cafe is Kevin Phillips.	1	"These are hallucinations because:
 Hallu_8. The grounding source states that ""Old School is a 2003 American comedy film released by DreamWorks Pictures and The Montecito Picture Company and directed by Todd Phillips."" The response sentence incorrectly claims that Kevin Phillips is the director, which contradicts the grounding source."	8	['8']
HaluQA000026-0	0	New Faces of 1952 is a musical revue with songs and comedy skits, it helped jump start the career of which young performer, and American actress? The answer is  Carol Lawrence	0	"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document, which mentions Carol Lawrence as an American actress whose career was helped by the musical revue."	12	['12']
HaluQA000026-1	0	New Faces of 1952 is a musical revue with songs and comedy skits, it helped jump start the career of which young performer, and American actress? The answer is  New Faces of 1952 was responsible for launching the careers of many young performers, including actress Carol Lawrence.	1	"These are hallucinations because:
 Hallu_12. The sentence provided is supported by the source document, which mentions that the careers of several young performers were jump-started, including Carol Lawrence, who is noted as an American actress. Therefore, the sentence is not a hallucination."	12	['12']
HaluQA000027-0	0	Were Pavel Urysohn and Leonid Levin known for the same type of work? The answer is  no	0	"These are hallucinations because:
 Hallu_1. The source document does not provide any information comparing the work of Pavel Urysohn and Leonid Levin, so the claim that they were not known for the same type of work cannot be supported by the provided text."	1	['1']
HaluQA000027-1	0	Were Pavel Urysohn and Leonid Levin known for the same type of work? The answer is  Pavel Urysohn and Leonid Levin collaborated on mathematical research.	1	"These are hallucinations because:
 Hallu_1. The source document does not mention any collaboration between Pavel Urysohn and Leonid Levin on mathematical research."	1	['1']
HaluQA000028-0	0	Are both The New Pornographers and Kings of Leon American rock bands? The answer is  no	0	"These are hallucinations because:
 Hallu_12. The sentence is actually supported by the source document, which states that The New Pornographers are a Canadian band and Kings of Leon are an American band. Therefore, the answer ""no"" to the question of whether both bands are American is correct."	12	['12']
HaluQA000028-1	0	Are both The New Pornographers and Kings of Leon American rock bands? The answer is  Yes, both The New Pornographers and Kings of Leon are now American rock bands.	1	"These are hallucinations because:
 Hallu_5. The grounding source states that The New Pornographers is a Canadian band, not an American one. The sentence incorrectly categorizes The New Pornographers as an American rock band."	5	['5']
HaluQA000029-0	0	750 7th Avenue and 101 Park Avenue, are located in which city? The answer is  New York City	0	"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document which states both 750 Seventh Avenue and 101 Park Avenue are in New York City."	12	['12']
HaluQA000029-1	0	750 7th Avenue and 101 Park Avenue, are located in which city? The answer is  750 7th Avenue and 101 Park Avenue are located in Albany, New York.	1	"These are hallucinations because:
 Hallu_8. The grounding source clearly states that both 750 Seventh Avenue and 101 Park Avenue are located in New York City, not Albany, New York."	8	['8']
HaluQA000030-0	0	Which actress played the part of fictitious character Kimberly Ann Hart, in the franchise built around a live action superhero television series taking much of its footage from the Japanese tokusatsu 'Super Sentai'? The answer is  Amy Jo Johnson	0	"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document, which states that ""Kimberly Ann Hart is a fictitious character in the 'Power Rangers' universe. Played by actress Amy Jo Johnson during the first three seasons of the show, plus on the two feature films of the franchise."" Therefore, the sentence is not a hallucination."	12	['12']
HaluQA000030-1	0	Which actress played the part of fictitious character Kimberly Ann Hart, in the franchise built around a live action superhero television series taking much of its footage from the Japanese tokusatsu 'Super Sentai'? The answer is  Kimberly was played by Amy Johnson.	1	"These are hallucinations because:
 Hallu_11. The actress's name is incorrectly stated as ""Amy Johnson"" in the sentence, whereas the correct name from the source document is ""Amy Jo Johnson."""	11	['11']
HaluQA000031-0	0	Who was born first, Pablo Trapero or Aleksander Ford? The answer is  Aleksander Ford	0	"These are hallucinations because:
 Hallu_12. The sentence is not a hallucination; it is supported by the source document which provides the birth dates of both individuals, showing that Aleksander Ford was born first."	12	['12']
HaluQA000031-1	0	Who was born first, Pablo Trapero or Aleksander Ford? The answer is  Pablo Trapero was born first.	1	"These are hallucinations because:
 Hallu_2. The source document clearly states the birth dates of both individuals, with Aleksander Ford being born on 24 November 1908 and Pablo Trapero on 4 October 1971. The sentence incorrectly claims that Pablo Trapero was born first, which contradicts the numeric birth dates provided in the source document."	2	['2']
HaluQA000032-0	0	Are Jane and First for Women both women's magazines? The answer is  yes	0	"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document which states that ""Jane was an American magazine created to appeal to the women"" and ""First for Women is a woman's magazine"", confirming that both are indeed women's magazines. Therefore, there is no hallucination present in this sentence."	12	['12']
HaluQA000032-1	0	Are Jane and First for Women both women's magazines? The answer is  While Jane and First for Women are both publications, one is aimed at women while the other is not.	1	"These are hallucinations because:
 Hallu_8. The source document states that both ""Jane"" and ""First for Women"" are magazines created for women, which contradicts the claim in the sentence that one is not aimed at women."	8	['8']
HaluQA000033-0	0	What profession does Nicholas Ray and Elia Kazan have in common? The answer is  director	0	"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document, which states that both Nicholas Ray and Elia Kazan were directors."	12	['12']
HaluQA000033-1	0	What profession does Nicholas Ray and Elia Kazan have in common? The answer is  Nicholas Ray and Elia Kazan both worked in the film industry.	1	"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document, which states that Nicholas Ray was a film director and Elia Kazan was a director, producer, writer, and actor in the film industry."	12	['12']
HaluQA000034-0	0	Where is the company that purchased Aixam based in? The answer is  Roseau, Minnesota, USA	0	"These are hallucinations because:
 Hallu_12. The sentence is actually supported by the source document, which states ""Polaris is based in Roseau, Minnesota, USA."" Therefore, the sentence is not a hallucination."	12	['12']
HaluQA000034-1	0	Where is the company that purchased Aixam based in? The answer is  Polaris Industries is based in Alaska.	1	"These are hallucinations because:
 Hallu_2. The source document states that Polaris Industries is based in Roseau, Minnesota, USA, which contradicts the claim in the sentence that Polaris is based in Alaska."	2	['2']
HaluQA000035-0	0	Which documentary is about Finnish rock groups, Adam Clayton Powell or The Saimaa Gesture? The answer is  The Saimaa Gesture	0	"These are hallucinations because:
 Hallu_12. The sentence is a question followed by an answer which is supported by the source document. The source document states that ""The Saimaa Gesture"" is a documentary of three Finnish rock groups, which aligns with the answer provided in the sentence. Therefore, this is not a hallucination."	12	['12']
HaluQA000035-1	0	Which documentary is about Finnish rock groups, Adam Clayton Powell or The Saimaa Gesture? The answer is  Adam Clayton Powell is about civil rights leader.	1	"These are hallucinations because:
 Hallu_8. The grounding source clearly states that ""The Saimaa Gesture"" is the documentary about Finnish rock groups, not ""Adam Clayton Powell,"" which is about the civil rights leader. The sentence incorrectly claims the opposite."	8	['8']
HaluQA000036-0	0	Who was inducted into the Rock and Roll Hall of Fame, David Lee Roth or Cia Berg? The answer is  David Lee Roth	0	"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document which states ""In 2007, he [David Lee Roth] was inducted into the Rock and Roll Hall of Fame."" Therefore, the sentence is not a hallucination."	12	['12']
HaluQA000036-1	0	Who was inducted into the Rock and Roll Hall of Fame, David Lee Roth or Cia Berg? The answer is  Cia Berg was inducted into the Rock and Roll Hall of Fame.	1	"These are hallucinations because:
 Hallu_8. The grounding source clearly states that ""David Lee Roth was inducted into the Rock and Roll Hall of Fame."" There is no mention of Cia Berg being inducted, so the claim that Cia Berg was inducted contradicts the grounding source."	8	['8']
HaluQA000037-0	0	Zimbabwe's Guwe Secondary School has a sister school in what New York cunty? The answer is  Nassau County	0	"These are hallucinations because:
 Hallu_1. The source document does not mention Zimbabwe's Guwe Secondary School at all, nor does it establish any connection with the Carle Place Middle/High School."	1	['1']
HaluQA000037-1	0	Zimbabwe's Guwe Secondary School has a sister school in what New York cunty? The answer is  Suffolk County is the sister school's location.	1	"These are hallucinations because:
 Hallu_8. The grounding source states that the sister school is in Carle Place, Nassau County, New York, which contradicts the claim in the sentence that the sister school's location is Suffolk County."	8	['8']
HaluQA000038-0	0	The Royal Commission into Drug Trafficking (1977–1979) or Woodward Royal Commission was a royal commission initiated by the New South Wales Government to investigate drug trafficking in New South Wales, Australia, especially links between the New South Wales Police and Mafia, The Honoured Society, is a Calabrian 'Ndrangheta criminal confederation, started in Melbourne and currently active in all of which country?   The answer is  Australia	0	"These are hallucinations because:
 Hallu_12. The sentence is a complex one with a question at the end. The first part of the sentence is supported by the source document, which states the purpose of the Royal Commission into Drug Trafficking and its investigation into the links between the Mafia and New South Wales Police. The second part of the sentence correctly identifies ""The Honoured Society"" as a Calabrian 'Ndrangheta criminal confederation and mentions its activity in Australia, which is also supported by the source document. The question at the end of the sentence, ""all of which country?"" is answered correctly by ""Australia,"" which is consistent with the information provided in the source document. Therefore, there is no hallucination present in this sentence."	12	['12']
HaluQA000038-1	0	The Royal Commission into Drug Trafficking (1977–1979) or Woodward Royal Commission was a royal commission initiated by the New South Wales Government to investigate drug trafficking in New South Wales, Australia, especially links between the New South Wales Police and Mafia, The Honoured Society, is a Calabrian 'Ndrangheta criminal confederation, started in Melbourne and currently active in all of which country?   The answer is  The Honoured Society is a Calabrian 'Ndrangheta criminal confederation, started in Melbourne and currently active in Italy.	1	"These are hallucinations because:
 Hallu_8. The grounding source states that The Honoured Society is active in all of Australia, not Italy. The sentence incorrectly claims that it is currently active in Italy, which contradicts the information provided in the source document."	8	['8']
HaluQA000039-0	0	The 337th Flight Test Squadron (337 FLTS) was most recently part of the 46th Test Wing and based at McClellan Air Force Base, a former United States Air Force base located in the North Highlands area of Sacramento County, in which US state? The answer is  California	0	"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document, which states that McClellan Air Force Base is located in Sacramento County, California. The sentence is a rephrasing of the information provided in the source document with an added question format at the end."	12	['12']
HaluQA000039-1	0	The 337th Flight Test Squadron (337 FLTS) was most recently part of the 46th Test Wing and based at McClellan Air Force Base, a former United States Air Force base located in the North Highlands area of Sacramento County, in which US state? The answer is  The 337th Flight Test Squadron (337 FLTS) was most recently part of the 46th Test Wing and based at McClellan Air Force Base, which was located near California.	1	"These are hallucinations because:
 Hallu_12. The sentence is not a hallucination; it is supported by the source document which states that McClellan Air Force Base is located near Sacramento, California."	12	['12']
HaluQA000040-0	0	The axial turbojet Pirna 014 was designed by engineers from this German aircraft and aircraft engine manufacturer based in which city? The answer is  Dessau	0	"These are hallucinations because:
 Hallu_12. The sentence is actually supported by the source document, which states that Junkers was a major German aircraft and aircraft engine manufacturer based in Dessau, Germany, and that the Pirna 014 was designed by former Junkers engineers."	12	['12']
